location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,0.8397651698166321,0.8822105228384963,0.9285880394937588,0.9247683046673593,1.045275652383132,1.0546442636958175,1.0647828984745864,1.0844998849236003,0.9813300716967239,1.1503571405772555,1.1597018693042604,0.6196592026050958,0.5366822880366603,0.5001747818286747
AUT,0.01536710666314453,0.06759702462797884,0.06819260649740819,0.0685851732976274,0.06898228607431867,0.06931598802938217,0.06970330071203915,0.07002552911109865,0.038761245792671796,0.0392768094677685,0.04902032300742321,0.040181417375443354,0.03882680461228325,0.040133846220275285
BRA,0.0,0.0,0.0,0.0015794549416866756,0.013876902446169468,0.013887446522507903,0.017669713998061904,0.01750551465889761,0.01735196014418204,0.017406287969458156,0.01746095705676884,0.017540389537699864,0.024567113133671922,0.024644033292687852
CHN,5.030795462022181e-05,3.9261131390584436e-05,2.8866531921139464e-05,0.007078805606819155,0.007950626779611236,0.025378925354542215,0.039999469892799004,0.05488941800907157,0.05818913405905788,0.0614896034763814,0.064931789895286,0.05502100056790042,0.05412570036754376,0.0456083588997411
CZE,0.9750945235850201,1.4229116514150009,2.0781925605461105,2.4270506629704807,2.904325228289784,3.762351541532734,4.562566197667673,4.7884300124072094,6.074200076443935,7.399616900506629,7.7641989544575125,8.516398448310033,4.786783255864073,4.937422260651064
DEU,0.0451702060216032,0.04579597521042056,0.0466963109402795,0.04746596259548419,0.04826141032118826,0.061810954544504505,0.059999422195578855,0.07960961968447973,0.03131240074746516,0.06625010915045366,0.10721937486210308,0.1302188179748271,0.14161796467932222,0.18961364472380193
ITA,0.1038149147853373,0.16434928172731042,0.18578595346706592,0.2097960105826215,0.2380299558619042,0.2713911103160453,0.31082285020497424,0.2656649711163864,0.26226898201264465,0.24956349993293325,0.38343828996903523,0.1716393894311233,0.16731279028449283,0.14330393984321937
JPN,0.01038894366122954,0.010457213680117101,0.010562291727348981,0.021627447240770314,0.021846587994434664,0.022067740663893595,0.021922940401688587,0.013312872359501075,0.01617163431566056,0.040918754863457675,0.04897303857390295,0.04383921704712422,0.06314379575459446,0.09756599045866113
KOR,0.037064000025440594,0.04086227428509589,0.04492347274405311,0.06396556325287892,0.06426640161240141,0.06608886388283196,0.06665833330040835,0.06735851268136835,0.07317446228261537,0.07906813533738292,0.12650138983978554,0.12887816408622585,0.13002986607050762,0.1311289855306457
ROE,0.01907970713634386,0.023693927706277977,0.02921140244024374,0.044661144736487426,0.05595948760527625,0.06559294869025369,0.06953868599451815,0.053906693071784854,0.06357482470906285,0.0741157901038305,0.08619769281084433,0.07619489935427878,0.06662518052593096,0.06339787096496317
ROW,0.023518983203653154,0.029416250057825447,0.03667513937018936,0.044869922626021956,0.054373765390548535,0.06443750233340008,0.06923754025543512,0.06474409083569652,0.06013495499460793,0.061636092534784685,0.0640351735681606,0.05728315195960453,0.054768141783261455,0.052002934289046
TOTAL,0.06142332763114499,0.07366199518266192,0.08887100286932256,0.10582239731382202,0.12315647840087666,0.14026286945364158,0.1557234728461576,0.16279903906519155,0.17512087457637715,0.19535016131288588,0.218165557145595,0.20134388771623457,0.1923802512581503,0.1842797539337755
USA,0.17552414152371176,0.21241573383254803,0.2530452360055504,0.30001280351560256,0.3325563500180442,0.3614524428104789,0.39720021714002446,0.43182948665537974,0.4689752980648519,0.510364884820961,0.5617508360148883,0.5975745452599696,0.6224681939473995,0.6353794024223907
