year,AUS,AUT,BRA,CHN,CZE,DEU,ITA,JPN,KOR,ROE,ROW,USA
2022,1.414408465901853,0.5953784472124165,1.8520996274558867,54.49768352635793,0.21609367282129208,1.5032601428920076,2.434018357891464,9.01384561073795,0.5731111920290559,3.659856721756721,79.20408120045329,31.191032464916972
2023,1.57156496211317,0.0,2.469466169941182,57.80057343704629,0.0,1.5032601428920076,2.8084827206439966,9.365034400766701,0.9551853200484265,4.67215751713624,85.26509389932068,32.18122397173973
2024,1.57156496211317,1.488446118031041,2.469466169941182,61.929185825406734,0.0,2.2548902143380114,3.744643627525329,10.53566370086254,0.9551853200484265,5.450850436658946,92.45612591492603,33.41896335526819
2025,2.0954199494842265,1.488446118031041,2.469466169941182,66.05779821376719,0.7203122427376403,2.2548902143380114,3.744643627525329,10.53566370086254,0.9551853200484265,6.229543356181653,100.674448218475,35.89444212232509
2026,2.0954199494842265,1.488446118031041,2.469466169941182,70.18641060212764,0.7203122427376403,3.006520285784015,4.680804534406661,11.706293000958377,0.9551853200484265,7.008236275704359,108.892770522024,37.13218150585354
2027,2.0954199494842265,1.488446118031041,2.469466169941182,74.31502299048809,0.7203122427376403,3.758150357230019,5.616965441287993,12.876922301054215,0.9551853200484265,8.565622114749772,118.1383831135166,38.369920889381994
2028,2.619274936855283,1.488446118031041,2.469466169941182,79.81983950830201,0.7203122427376403,4.509780428676023,6.553126348169326,12.876922301054215,0.9551853200484265,10.123007953795186,127.3839957050092,40.84539965643889
2029,2.619274936855283,1.488446118031041,2.469466169941182,85.32465602611595,0.7203122427376403,5.261410500122027,8.42544816193199,14.047551601150051,0.9551853200484265,12.459086712363305,137.65689858444543,42.08313903996735
2030,3.14312992422634,2.976892236062082,2.469466169941182,90.82947254392988,0.7203122427376403,6.01304057156803,9.361609068813323,15.218180901245889,0.9551853200484265,14.795165470931424,148.95709175182526,44.55861780702425
2031,3.14312992422634,2.976892236062082,2.469466169941182,96.33428906174382,0.7203122427376403,7.516300714460038,11.233930882575986,16.388810201341727,0.9551853200484265,17.131244229499544,161.28457520714875,45.7963571905527
2032,3.6669849115973965,2.976892236062082,2.469466169941182,101.83910557955774,1.4406244854752805,8.267930785906042,14.042413603219984,16.388810201341727,0.9551853200484265,21.024708827113077,175.66663923835947,48.2718359576096
2033,3.6669849115973965,4.465338354093124,2.469466169941182,108.72012622682516,1.4406244854752805,9.771190928798049,15.914735416982648,17.559439501437566,0.9551853200484265,24.91817342472661,190.04870326957018,49.50957534113805
2034,4.190839898968453,4.465338354093124,3.7041992549117735,115.60114687409258,1.4406244854752805,12.02608114313606,19.659379044507975,18.730068801533402,0.9551853200484265,29.59033094186285,205.4580575887245,51.98505410819496
2035,4.71469488633951,5.953784472124164,3.7041992549117735,123.85837165081347,2.1609367282129206,14.280971357474073,23.404022672033307,19.90069810162924,0.9551853200484265,35.0411813785218,221.89470219582248,54.46053287525186
