technology,edge,time_operation,value_scenario_MC1,value_scenario_MC2,value_scenario_MC3,value_scenario_MC4,value_scenario_MC5,value_scenario_MC6,value_scenario_MC7,value_scenario_MC8,value_scenario_MC9
Compressor_transport,ROW-CHN,11,5.455000000000007,7.280950000000047,4.4144660000000115,5.620000000000019,5.557663000000025,6.070000000000018,1.9754160000000418,4.8940980000000165,0.0
Compressor_transport,ROW-CHN,12,5.744999999999999,10.970950000000041,8.672232999999999,5.910000000000011,8.695,6.36000000000001,3.7827080000000137,5.184098000000013,12.48031889081458
Compressor_transport,ROW-CHN,13,5.744999999999999,14.31095000000002,8.672232999999999,5.910000000000011,8.695,6.36000000000001,3.7827080000000137,5.184098000000013,14.420318890814558
Compressor_transport,ROW-CZE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-CZE,9,0.1,0.0,0.0,0.1,0.05539500000000874,0.1,0.0,0.0,0.0
Compressor_transport,ROW-CZE,10,0.1,0.0,0.0,0.1,0.05539500000000874,0.2,0.1,0.0,0.1
Compressor_transport,ROW-CZE,11,0.2,0.0,0.1,0.2,0.1553950000000084,0.3799999999999999,0.3,0.1,0.2
Compressor_transport,ROW-CZE,12,0.4,0.2,0.3,0.4,0.43539500000000864,0.5800000000000001,0.5,0.3,0.4
Compressor_transport,ROW-CZE,13,0.5,0.3,0.6800000000000002,0.6800000000000002,0.45539500000000865,0.6800000000000002,0.5800000000000001,0.6800000000000002,0.5
Compressor_transport,ROW-DEU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,6,0.0,0.2699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,7,0.0,0.2699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,8,0.0,0.2699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-DEU,9,0.0,0.2699999999999996,0.0,0.0,0.0,0.4,0.0,0.0,0.0
Compressor_transport,ROW-DEU,10,0.0,0.2699999999999996,0.0,0.0,0.0,0.4,0.0,0.0,0.0
Compressor_transport,ROW-DEU,11,0.4,0.2699999999999996,1.877663000000009,1.277663000000004,2.17,0.8,0.0,0.0,0.4
Compressor_transport,ROW-DEU,12,0.9,0.2699999999999996,2.6700000000000035,2.6700000000000035,2.6700000000000035,1.3,2.6700000000000035,3.2700000000000045,0.4
Compressor_transport,ROW-DEU,13,1.4,0.7699999999999951,3.17,3.1700000000000035,3.1700000000000035,1.8,3.17,3.770000000000001,0.9
Compressor_transport,ROW-ITA,0,0.0,0.0,0.0,0.0,0.0,0.0,2.525759000000005,0.0,2.8200000000000003
Compressor_transport,ROW-ITA,1,0.2,0.0,0.0,0.0,0.0,0.0,2.525759000000005,0.0,3.0200000000000005
Compressor_transport,ROW-ITA,2,0.2,0.0,0.0,0.0,0.0,0.0,2.525759000000005,0.3,3.3200000000000003
Compressor_transport,ROW-ITA,3,0.2,0.0,0.0,0.0,0.0,0.0,2.525759000000005,0.5,3.5200000000000005
Compressor_transport,ROW-ITA,4,0.5,0.0,0.0,0.0,0.0,0.0,2.525759000000005,0.8,3.8200000000000003
Compressor_transport,ROW-ITA,5,0.8,0.0,0.0,0.0,0.0,0.0,2.525759000000005,1.1,4.12
Compressor_transport,ROW-ITA,6,1.1,0.0,0.0,0.0,0.0,0.0,2.525759000000005,1.4,4.12
Compressor_transport,ROW-ITA,7,1.4,0.0,0.0,0.0,0.0,0.0,2.525759000000005,1.4,4.12
Compressor_transport,ROW-ITA,8,1.4,0.0,0.0,0.0,0.0,0.0,2.525759000000005,1.4,4.12
Compressor_transport,ROW-ITA,9,1.4,0.0,0.0,0.0,0.0,0.0,2.9257590000000055,1.4,4.12
Compressor_transport,ROW-ITA,10,1.4,0.0,0.0,0.0,3.139604999999994,0.0,2.9257590000000055,1.4,4.42
Compressor_transport,ROW-ITA,11,2.525,0.8200000000000012,2.6955340000000163,0.8200000000000012,3.639604999999994,0.8199999999999928,3.4257590000000047,2.3,4.92
Compressor_transport,ROW-ITA,12,2.525,6.720000000000002,3.0955340000000175,6.920000000000002,4.039604999999996,6.720000000000001,4.925759000000006,2.3,5.320000000000001
Compressor_transport,ROW-ITA,13,2.8,7.220000000000001,3.5955340000000158,8.2,4.539604999999995,7.220000000000002,4.925759000000006,2.8,5.819999999999999
Compressor_transport,ROW-JPN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-JPN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-KOR,13,0.0,0.0,0.0,0.6900000000000155,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,6,0.0,0.20835199999999077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,7,0.0,0.20835199999999077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,8,0.0,0.20835199999999077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,ROW-ROE,9,0.0,0.20835199999999077,0.0,0.0,0.0,1.3,0.0,0.0,1.3
Compressor_transport,ROW-ROE,10,0.0,1.6083520000000107,0.0,0.0,0.0,1.3,0.0,0.0,1.3
Compressor_transport,ROW-ROE,11,4.357662999999995,3.0083519999999915,1.4,1.4,1.4,3.7176629999999884,6.195533999999988,1.4,2.7
Compressor_transport,ROW-ROE,12,9.35,4.5083519999999915,2.9,2.9,2.9,7.2100000000000195,7.695533999999988,2.9,4.2
Compressor_transport,ROW-ROE,13,11.175,6.108351999999989,4.539999999999959,7.989999999999961,4.5,7.2100000000000195,9.295533999999986,4.5,5.8
Compressor_transport,ROW-USA,0,0.0,0.0,10.196206000000007,15.30696707105719,3.41965160138648,14.35,16.511532999999982,0.0,2.2796811091854394
Compressor_transport,ROW-USA,1,2.9,0.0,14.147767000000005,15.40999999999999,6.066013294769357,14.35,16.511532999999982,0.0,2.2796811091854394
Compressor_transport,ROW-USA,2,2.9,0.0,14.147767000000002,15.40999999999999,10.130211294769364,14.35,16.511532999999982,3.1,2.2796811091854394
Compressor_transport,ROW-USA,3,2.9,1.748337999999987,14.147767000000002,15.40999999999999,14.125,14.35,16.511532999999982,6.5,2.2796811091854394
Compressor_transport,ROW-USA,4,5.96235355285963,1.748337999999987,14.147767000000002,15.40999999999999,14.125,14.35,16.511532999999982,10.1,2.2796811091854394
Compressor_transport,ROW-USA,5,9.96235355285963,1.748337999999987,14.147767000000002,15.40999999999999,14.125,14.35,16.511532999999982,14.1,2.2796811091854394
Compressor_transport,ROW-USA,6,14.262353552859627,6.84069799999999,14.147767000000002,15.40999999999999,14.125,14.35,16.511532999999982,15.735901999999989,2.2796811091854394
Compressor_transport,ROW-USA,7,15.275,6.840697999999989,14.147767000000002,15.40999999999999,14.125,14.35,16.511532999999982,15.735901999999989,2.2796811091854394
Compressor_transport,ROW-USA,8,15.275,6.840697999999989,14.147767000000002,15.40999999999999,14.125,14.35,16.511532999999982,15.735901999999989,2.2796811091854394
Compressor_transport,ROW-USA,9,20.775,15.392043000000001,18.497766999999996,20.909999999999993,19.625,18.51,16.511532999999982,19.784097999999986,9.331026109185444
Compressor_transport,ROW-USA,10,20.92,19.65164799999999,22.82,20.92,19.625,18.51,19.794240999999992,20.92,14.8
Compressor_transport,ROW-USA,11,27.42,28.088360999999985,29.32,28.490000000000016,26.125,25.010000000000037,27.378290999999987,31.563565000000022,30.337663000000035
Compressor_transport,ROW-USA,12,37.120000000000005,35.980697999999975,37.50223300000001,37.85,36.55,33.57000000000001,36.60329099999999,42.58590200000002,32.83968110918543
Compressor_transport,ROW-USA,13,47.05999999999998,43.480697999999975,47.73223300000002,42.83999999999998,43.81499999999998,45.80999999999998,45.72599899999999,53.045902,40.33968110918543
Compressor_transport,USA-AUS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUS,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-AUT,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-BRA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CHN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-CZE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-DEU,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ITA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-JPN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-KOR,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROW,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROW,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROW,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_transport,USA-ROW,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
