node,2022
AUS,110201.54685559536
AUT,149047.45415652808
BRA,78006.86759219512
CHN,74562.81596222581
CZE,196161.07183354298
DEU,72262.72848223208
ITA,176406.64689796985
JPN,69981.80981760328
KOR,74396.42026420493
ROE,181651.42654761265
ROW,152628.42793386593
USA,106558.99056010516
