location,exporter,commodity,time_operation,import_flow
BRA,CHN,Bauxite,6,0.0
BRA,CHN,Bauxite,7,0.0
BRA,CHN,Bauxite,8,0.0
BRA,CHN,Bauxite,9,0.0
BRA,CHN,Bauxite,10,0.0
BRA,CHN,Bauxite,11,0.0
BRA,CHN,Bauxite,12,0.0
BRA,CHN,Bauxite,13,0.0
CZE,CHN,Bauxite,0,0.0
CZE,CHN,Bauxite,1,0.0
CZE,CHN,Bauxite,2,0.0
CZE,CHN,Bauxite,3,0.0
CZE,CHN,Bauxite,4,0.0
CZE,CHN,Bauxite,5,0.0
CZE,CHN,Bauxite,6,0.0
CZE,CHN,Bauxite,7,0.0
CZE,CHN,Bauxite,8,0.0
CZE,CHN,Bauxite,9,0.0
CZE,CHN,Bauxite,10,0.0
CZE,CHN,Bauxite,11,0.0
CZE,CHN,Bauxite,12,0.0
CZE,CHN,Bauxite,13,0.0
DEU,CHN,Bauxite,0,0.0
DEU,CHN,Bauxite,1,0.0
DEU,CHN,Bauxite,2,0.0
DEU,CHN,Bauxite,3,0.0
DEU,CHN,Bauxite,4,0.0
DEU,CHN,Bauxite,5,0.0
DEU,CHN,Bauxite,6,0.0
DEU,CHN,Bauxite,7,0.0
DEU,CHN,Bauxite,8,0.0
DEU,CHN,Bauxite,9,0.0
DEU,CHN,Bauxite,10,0.0
DEU,CHN,Bauxite,11,0.0
DEU,CHN,Bauxite,12,0.0
DEU,CHN,Bauxite,13,0.0
ITA,CHN,Bauxite,0,0.0
ITA,CHN,Bauxite,1,0.0
ITA,CHN,Bauxite,2,0.0
ITA,CHN,Bauxite,3,0.0
ITA,CHN,Bauxite,4,0.0
ITA,CHN,Bauxite,5,0.0
ITA,CHN,Bauxite,6,0.0
ITA,CHN,Bauxite,7,0.0
ITA,CHN,Bauxite,8,0.0
ITA,CHN,Bauxite,9,0.0
ITA,CHN,Bauxite,10,0.0
ITA,CHN,Bauxite,11,0.0
ITA,CHN,Bauxite,12,0.0
ITA,CHN,Bauxite,13,0.0
JPN,CHN,Bauxite,0,4.76
JPN,CHN,Bauxite,1,4.76
JPN,CHN,Bauxite,2,4.76
JPN,CHN,Bauxite,3,4.76
JPN,CHN,Bauxite,4,4.76
JPN,CHN,Bauxite,5,4.76
JPN,CHN,Bauxite,6,4.76
JPN,CHN,Bauxite,7,4.76
JPN,CHN,Bauxite,8,4.76
JPN,CHN,Bauxite,9,4.76
JPN,CHN,Bauxite,10,0.0
JPN,CHN,Bauxite,11,0.0
JPN,CHN,Bauxite,12,0.0
JPN,CHN,Bauxite,13,0.0
KOR,CHN,Bauxite,0,0.0
KOR,CHN,Bauxite,1,0.0
KOR,CHN,Bauxite,2,0.0
KOR,CHN,Bauxite,3,0.0
KOR,CHN,Bauxite,4,0.0
KOR,CHN,Bauxite,5,0.0
KOR,CHN,Bauxite,6,0.0
KOR,CHN,Bauxite,7,0.0
KOR,CHN,Bauxite,8,0.0
KOR,CHN,Bauxite,9,0.0
KOR,CHN,Bauxite,10,0.0
KOR,CHN,Bauxite,11,0.0
KOR,CHN,Bauxite,12,0.0
KOR,CHN,Bauxite,13,0.0
ROE,CHN,Bauxite,0,0.0
ROE,CHN,Bauxite,1,0.0
ROE,CHN,Bauxite,2,0.0
ROE,CHN,Bauxite,3,0.0
ROE,CHN,Bauxite,4,0.0
ROE,CHN,Bauxite,5,0.0
ROE,CHN,Bauxite,6,0.0
ROE,CHN,Bauxite,7,0.0
ROE,CHN,Bauxite,8,0.0
ROE,CHN,Bauxite,9,0.0
ROE,CHN,Bauxite,10,0.0
ROE,CHN,Bauxite,11,0.0
ROE,CHN,Bauxite,12,0.0
ROE,CHN,Bauxite,13,0.0
ROW,CHN,Bauxite,0,0.0
ROW,CHN,Bauxite,1,0.0
ROW,CHN,Bauxite,2,0.0
ROW,CHN,Bauxite,3,0.0
ROW,CHN,Bauxite,4,0.0
ROW,CHN,Bauxite,5,0.0
ROW,CHN,Bauxite,6,0.0
ROW,CHN,Bauxite,7,0.0
ROW,CHN,Bauxite,8,0.0
ROW,CHN,Bauxite,9,0.0
ROW,CHN,Bauxite,10,0.0
ROW,CHN,Bauxite,11,0.0
ROW,CHN,Bauxite,12,0.0
ROW,CHN,Bauxite,13,0.0
USA,CHN,Bauxite,0,133.72
USA,CHN,Bauxite,1,133.72
USA,CHN,Bauxite,2,133.72
USA,CHN,Bauxite,3,133.72
USA,CHN,Bauxite,4,133.72
USA,CHN,Bauxite,5,133.72
USA,CHN,Bauxite,6,133.72
USA,CHN,Bauxite,7,133.72
USA,CHN,Bauxite,8,133.72
USA,CHN,Bauxite,9,133.72
USA,CHN,Bauxite,10,0.0
USA,CHN,Bauxite,11,0.0
USA,CHN,Bauxite,12,0.0
USA,CHN,Bauxite,13,0.0
AUS,CZE,Bauxite,0,0.0
AUS,CZE,Bauxite,1,0.0
AUS,CZE,Bauxite,2,0.0
AUS,CZE,Bauxite,3,0.0
AUS,CZE,Bauxite,4,0.0
AUS,CZE,Bauxite,5,0.0
AUS,CZE,Bauxite,6,0.0
AUS,CZE,Bauxite,7,0.0
AUS,CZE,Bauxite,8,0.0
AUS,CZE,Bauxite,9,0.0
AUS,CZE,Bauxite,10,0.0
AUS,CZE,Bauxite,11,0.0
AUS,CZE,Bauxite,12,0.0
AUS,CZE,Bauxite,13,0.0
AUT,CZE,Bauxite,0,78.52
AUT,CZE,Bauxite,1,78.52
AUT,CZE,Bauxite,2,78.52
AUT,CZE,Bauxite,3,78.52
AUT,CZE,Bauxite,4,78.52
AUT,CZE,Bauxite,5,78.52
AUT,CZE,Bauxite,6,78.52
AUT,CZE,Bauxite,7,78.52
AUT,CZE,Bauxite,8,78.52
AUT,CZE,Bauxite,9,78.52
AUT,CZE,Bauxite,10,78.52
AUT,CZE,Bauxite,11,78.52
AUT,CZE,Bauxite,12,78.52
AUT,CZE,Bauxite,13,78.52
BRA,CZE,Bauxite,0,0.0
BRA,CZE,Bauxite,1,0.0
BRA,CZE,Bauxite,2,0.0
BRA,CZE,Bauxite,3,0.0
BRA,CZE,Bauxite,4,0.0
BRA,CZE,Bauxite,5,0.0
BRA,CZE,Bauxite,6,0.0
BRA,CZE,Bauxite,7,0.0
BRA,CZE,Bauxite,8,0.0
BRA,CZE,Bauxite,9,0.0
BRA,CZE,Bauxite,10,0.0
BRA,CZE,Bauxite,11,0.0
BRA,CZE,Bauxite,12,0.0
BRA,CZE,Bauxite,13,0.0
CHN,CZE,Bauxite,0,0.0
CHN,CZE,Bauxite,1,0.0
CHN,CZE,Bauxite,2,0.0
CHN,CZE,Bauxite,3,0.0
CHN,CZE,Bauxite,4,0.0
CHN,CZE,Bauxite,5,0.0
CHN,CZE,Bauxite,6,0.0
CHN,CZE,Bauxite,7,0.0
CHN,CZE,Bauxite,8,0.0
CHN,CZE,Bauxite,9,0.0
CHN,CZE,Bauxite,10,134.74417055999947
CHN,CZE,Bauxite,11,355.3200000000001
CHN,CZE,Bauxite,12,355.3200000000001
CHN,CZE,Bauxite,13,355.3200000000001
DEU,CZE,Bauxite,0,87.96
DEU,CZE,Bauxite,1,87.96
DEU,CZE,Bauxite,2,87.96
DEU,CZE,Bauxite,3,87.96
DEU,CZE,Bauxite,4,87.96
DEU,CZE,Bauxite,5,87.96
DEU,CZE,Bauxite,6,87.96
DEU,CZE,Bauxite,7,87.96
DEU,CZE,Bauxite,8,87.96
DEU,CZE,Bauxite,9,87.96
DEU,CZE,Bauxite,10,87.96
DEU,CZE,Bauxite,11,87.96
DEU,CZE,Bauxite,12,87.96
DEU,CZE,Bauxite,13,87.96
ITA,CZE,Bauxite,0,0.0
ITA,CZE,Bauxite,1,0.0
ITA,CZE,Bauxite,2,0.0
ITA,CZE,Bauxite,3,0.0
ITA,CZE,Bauxite,4,0.0
ITA,CZE,Bauxite,5,0.0
ITA,CZE,Bauxite,6,0.0
ITA,CZE,Bauxite,7,0.0
ITA,CZE,Bauxite,8,0.0
ITA,CZE,Bauxite,9,0.0
ITA,CZE,Bauxite,10,0.0
ITA,CZE,Bauxite,11,0.0
ITA,CZE,Bauxite,12,0.0
ITA,CZE,Bauxite,13,0.0
JPN,CZE,Bauxite,0,0.0
JPN,CZE,Bauxite,1,0.0
JPN,CZE,Bauxite,2,0.0
JPN,CZE,Bauxite,3,0.0
JPN,CZE,Bauxite,4,0.0
JPN,CZE,Bauxite,5,0.0
JPN,CZE,Bauxite,6,0.0
JPN,CZE,Bauxite,7,0.0
JPN,CZE,Bauxite,8,0.0
JPN,CZE,Bauxite,9,0.0
JPN,CZE,Bauxite,10,4.72
JPN,CZE,Bauxite,11,0.0
JPN,CZE,Bauxite,12,0.0
JPN,CZE,Bauxite,13,0.0
KOR,CZE,Bauxite,0,0.0
KOR,CZE,Bauxite,1,0.0
KOR,CZE,Bauxite,2,0.0
KOR,CZE,Bauxite,3,0.0
KOR,CZE,Bauxite,4,0.0
KOR,CZE,Bauxite,5,0.0
KOR,CZE,Bauxite,6,0.0
KOR,CZE,Bauxite,7,0.0
KOR,CZE,Bauxite,8,0.0
KOR,CZE,Bauxite,9,0.0
KOR,CZE,Bauxite,10,0.0
KOR,CZE,Bauxite,11,0.0
KOR,CZE,Bauxite,12,0.0
KOR,CZE,Bauxite,13,0.0
ROE,CZE,Bauxite,0,0.0
ROE,CZE,Bauxite,1,0.0
ROE,CZE,Bauxite,2,0.0
ROE,CZE,Bauxite,3,0.0
ROE,CZE,Bauxite,4,0.0
ROE,CZE,Bauxite,5,0.0
ROE,CZE,Bauxite,6,0.0
ROE,CZE,Bauxite,7,0.0
ROE,CZE,Bauxite,8,0.0
ROE,CZE,Bauxite,9,0.0
ROE,CZE,Bauxite,10,0.0
ROE,CZE,Bauxite,11,0.0
ROE,CZE,Bauxite,12,0.0
ROE,CZE,Bauxite,13,0.0
ROW,CZE,Bauxite,0,0.0
ROW,CZE,Bauxite,1,0.0
ROW,CZE,Bauxite,2,0.0
ROW,CZE,Bauxite,3,0.0
ROW,CZE,Bauxite,4,0.0
ROW,CZE,Bauxite,5,0.0
ROW,CZE,Bauxite,6,0.0
ROW,CZE,Bauxite,7,0.0
ROW,CZE,Bauxite,8,0.0
ROW,CZE,Bauxite,9,0.0
ROW,CZE,Bauxite,10,0.0
ROW,CZE,Bauxite,11,0.0
ROW,CZE,Bauxite,12,0.0
ROW,CZE,Bauxite,13,0.0
USA,CZE,Bauxite,0,0.0
USA,CZE,Bauxite,1,0.0
USA,CZE,Bauxite,2,0.0
USA,CZE,Bauxite,3,0.0
USA,CZE,Bauxite,4,0.0
USA,CZE,Bauxite,5,0.0
USA,CZE,Bauxite,6,0.0
USA,CZE,Bauxite,7,0.0
USA,CZE,Bauxite,8,0.0
USA,CZE,Bauxite,9,0.0
USA,CZE,Bauxite,10,133.76
USA,CZE,Bauxite,11,0.0
USA,CZE,Bauxite,12,0.0
USA,CZE,Bauxite,13,0.0
AUS,DEU,Bauxite,0,0.0
AUS,DEU,Bauxite,1,0.0
AUS,DEU,Bauxite,2,0.0
AUS,DEU,Bauxite,3,0.0
AUS,DEU,Bauxite,4,0.0
AUS,DEU,Bauxite,5,0.0
AUS,DEU,Bauxite,6,0.0
AUS,DEU,Bauxite,7,0.0
AUS,DEU,Bauxite,8,0.0
AUS,DEU,Bauxite,9,0.0
AUS,DEU,Bauxite,10,0.0
AUS,DEU,Bauxite,11,0.0
AUS,DEU,Bauxite,12,0.0
AUS,DEU,Bauxite,13,0.0
AUT,DEU,Bauxite,0,0.0
AUT,DEU,Bauxite,1,0.0
AUT,DEU,Bauxite,2,0.0
AUT,DEU,Bauxite,3,0.0
AUT,DEU,Bauxite,4,0.0
AUT,DEU,Bauxite,5,0.0
AUT,DEU,Bauxite,6,0.0
AUT,DEU,Bauxite,7,0.0
AUT,DEU,Bauxite,8,0.0
AUT,DEU,Bauxite,9,0.0
AUT,DEU,Bauxite,10,0.0
AUT,DEU,Bauxite,11,0.0
AUT,DEU,Bauxite,12,0.0
AUT,DEU,Bauxite,13,0.0
BRA,DEU,Bauxite,0,0.0
BRA,DEU,Bauxite,1,0.0
BRA,DEU,Bauxite,2,0.0
BRA,DEU,Bauxite,3,0.0
BRA,DEU,Bauxite,4,0.0
BRA,DEU,Bauxite,5,0.0
BRA,DEU,Bauxite,6,0.0
BRA,DEU,Bauxite,7,0.0
BRA,DEU,Bauxite,8,0.0
BRA,DEU,Bauxite,9,0.0
BRA,DEU,Bauxite,10,0.0
BRA,DEU,Bauxite,11,0.0
BRA,DEU,Bauxite,12,0.0
BRA,DEU,Bauxite,13,0.0
CHN,DEU,Bauxite,0,0.0
CHN,DEU,Bauxite,1,0.0
CHN,DEU,Bauxite,2,0.0
CHN,DEU,Bauxite,3,0.0
CHN,DEU,Bauxite,4,0.0
CHN,DEU,Bauxite,5,0.0
CHN,DEU,Bauxite,6,0.0
CHN,DEU,Bauxite,7,0.0
CHN,DEU,Bauxite,8,0.0
CHN,DEU,Bauxite,9,0.0
CHN,DEU,Bauxite,10,0.0
CHN,DEU,Bauxite,11,0.0
CHN,DEU,Bauxite,12,0.0
CHN,DEU,Bauxite,13,0.0
CZE,DEU,Bauxite,0,0.0
CZE,DEU,Bauxite,1,0.0
CZE,DEU,Bauxite,2,0.0
CZE,DEU,Bauxite,3,0.0
CZE,DEU,Bauxite,4,0.0
CZE,DEU,Bauxite,5,0.0
CZE,DEU,Bauxite,6,0.0
CZE,DEU,Bauxite,7,0.0
CZE,DEU,Bauxite,8,0.0
CZE,DEU,Bauxite,9,0.0
CZE,DEU,Bauxite,10,0.0
CZE,DEU,Bauxite,11,0.0
CZE,DEU,Bauxite,12,0.0
CZE,DEU,Bauxite,13,0.0
ITA,DEU,Bauxite,0,0.0
ITA,DEU,Bauxite,1,0.0
ITA,DEU,Bauxite,2,0.0
ITA,DEU,Bauxite,3,0.0
ITA,DEU,Bauxite,4,0.0
ITA,DEU,Bauxite,5,0.0
ITA,DEU,Bauxite,6,0.0
ITA,DEU,Bauxite,7,0.0
ITA,DEU,Bauxite,8,0.0
ITA,DEU,Bauxite,9,0.0
ITA,DEU,Bauxite,10,0.0
ITA,DEU,Bauxite,11,0.0
ITA,DEU,Bauxite,12,0.0
ITA,DEU,Bauxite,13,0.0
JPN,DEU,Bauxite,0,0.0
JPN,DEU,Bauxite,1,0.0
JPN,DEU,Bauxite,2,0.0
JPN,DEU,Bauxite,3,0.0
JPN,DEU,Bauxite,4,0.0
JPN,DEU,Bauxite,5,0.0
JPN,DEU,Bauxite,6,0.0
JPN,DEU,Bauxite,7,0.0
JPN,DEU,Bauxite,8,0.0
JPN,DEU,Bauxite,9,0.0
JPN,DEU,Bauxite,10,0.0
JPN,DEU,Bauxite,11,0.0
JPN,DEU,Bauxite,12,0.0
JPN,DEU,Bauxite,13,0.0
KOR,DEU,Bauxite,0,0.0
KOR,DEU,Bauxite,1,0.0
KOR,DEU,Bauxite,2,0.0
KOR,DEU,Bauxite,3,0.0
KOR,DEU,Bauxite,4,0.0
KOR,DEU,Bauxite,5,0.0
KOR,DEU,Bauxite,6,0.0
KOR,DEU,Bauxite,7,0.0
KOR,DEU,Bauxite,8,0.0
KOR,DEU,Bauxite,9,0.0
KOR,DEU,Bauxite,10,0.0
KOR,DEU,Bauxite,11,0.0
KOR,DEU,Bauxite,12,0.0
KOR,DEU,Bauxite,13,0.0
ROE,DEU,Bauxite,0,0.0
ROE,DEU,Bauxite,1,0.0
ROE,DEU,Bauxite,2,0.0
ROE,DEU,Bauxite,3,0.0
ROE,DEU,Bauxite,4,0.0
ROE,DEU,Bauxite,5,0.0
ROE,DEU,Bauxite,6,0.0
ROE,DEU,Bauxite,7,0.0
ROE,DEU,Bauxite,8,0.0
ROE,DEU,Bauxite,9,0.0
ROE,DEU,Bauxite,10,0.0
ROE,DEU,Bauxite,11,0.0
ROE,DEU,Bauxite,12,0.0
ROE,DEU,Bauxite,13,0.0
ROW,DEU,Bauxite,0,0.0
ROW,DEU,Bauxite,1,0.0
ROW,DEU,Bauxite,2,0.0
ROW,DEU,Bauxite,3,0.0
ROW,DEU,Bauxite,4,0.0
ROW,DEU,Bauxite,5,0.0
ROW,DEU,Bauxite,6,0.0
ROW,DEU,Bauxite,7,0.0
ROW,DEU,Bauxite,8,0.0
ROW,DEU,Bauxite,9,0.0
ROW,DEU,Bauxite,10,0.0
ROW,DEU,Bauxite,11,0.0
ROW,DEU,Bauxite,12,0.0
ROW,DEU,Bauxite,13,0.0
USA,DEU,Bauxite,0,0.0
USA,DEU,Bauxite,1,0.0
USA,DEU,Bauxite,2,0.0
USA,DEU,Bauxite,3,0.0
USA,DEU,Bauxite,4,0.0
USA,DEU,Bauxite,5,0.0
USA,DEU,Bauxite,6,0.0
USA,DEU,Bauxite,7,0.0
USA,DEU,Bauxite,8,0.0
USA,DEU,Bauxite,9,0.0
USA,DEU,Bauxite,10,0.0
USA,DEU,Bauxite,11,0.0
USA,DEU,Bauxite,12,0.0
USA,DEU,Bauxite,13,0.0
AUS,ITA,Bauxite,0,0.0
AUS,ITA,Bauxite,1,0.0
AUS,ITA,Bauxite,2,0.0
AUS,ITA,Bauxite,3,0.0
AUS,ITA,Bauxite,4,0.0
AUS,ITA,Bauxite,5,0.0
AUS,ITA,Bauxite,6,0.0
AUS,ITA,Bauxite,7,0.0
AUS,ITA,Bauxite,8,0.0
AUS,ITA,Bauxite,9,0.0
AUS,ITA,Bauxite,10,0.0
AUS,ITA,Bauxite,11,0.0
AUS,ITA,Bauxite,12,0.0
AUS,ITA,Bauxite,13,0.0
AUT,ITA,Bauxite,0,0.0
AUT,ITA,Bauxite,1,0.0
AUT,ITA,Bauxite,2,0.0
AUT,ITA,Bauxite,3,0.0
AUT,ITA,Bauxite,4,0.0
AUT,ITA,Bauxite,5,0.0
AUT,ITA,Bauxite,6,0.0
AUT,ITA,Bauxite,7,0.0
AUT,ITA,Bauxite,8,0.0
AUT,ITA,Bauxite,9,0.0
AUT,ITA,Bauxite,10,0.0
AUT,ITA,Bauxite,11,0.0
AUT,ITA,Bauxite,12,0.0
AUT,ITA,Bauxite,13,0.0
BRA,ITA,Bauxite,0,0.0
BRA,ITA,Bauxite,1,0.0
BRA,ITA,Bauxite,2,0.0
BRA,ITA,Bauxite,3,0.0
BRA,ITA,Bauxite,4,0.0
BRA,ITA,Bauxite,5,0.0
BRA,ITA,Bauxite,6,0.0
BRA,ITA,Bauxite,7,0.0
BRA,ITA,Bauxite,8,0.0
BRA,ITA,Bauxite,9,0.0
BRA,ITA,Bauxite,10,0.0
BRA,ITA,Bauxite,11,0.0
BRA,ITA,Bauxite,12,0.0
BRA,ITA,Bauxite,13,0.0
CHN,ITA,Bauxite,0,0.0
CHN,ITA,Bauxite,1,0.0
CHN,ITA,Bauxite,2,0.0
CHN,ITA,Bauxite,3,0.0
CHN,ITA,Bauxite,4,0.0
CHN,ITA,Bauxite,5,0.0
CHN,ITA,Bauxite,6,0.0
CHN,ITA,Bauxite,7,0.0
CHN,ITA,Bauxite,8,0.0
CHN,ITA,Bauxite,9,0.0
CHN,ITA,Bauxite,10,0.0
CHN,ITA,Bauxite,11,0.0
CHN,ITA,Bauxite,12,0.0
CHN,ITA,Bauxite,13,0.0
CZE,ITA,Bauxite,0,0.0
CZE,ITA,Bauxite,1,0.0
CZE,ITA,Bauxite,2,0.0
CZE,ITA,Bauxite,3,0.0
CZE,ITA,Bauxite,4,0.0
CZE,ITA,Bauxite,5,0.0
CZE,ITA,Bauxite,6,0.0
CZE,ITA,Bauxite,7,0.0
CZE,ITA,Bauxite,8,0.0
CZE,ITA,Bauxite,9,0.0
CZE,ITA,Bauxite,10,0.0
CZE,ITA,Bauxite,11,0.04
CZE,ITA,Bauxite,12,0.04
CZE,ITA,Bauxite,13,0.04
DEU,ITA,Bauxite,0,0.0
DEU,ITA,Bauxite,1,0.0
DEU,ITA,Bauxite,2,0.0
DEU,ITA,Bauxite,3,0.0
DEU,ITA,Bauxite,4,0.0
DEU,ITA,Bauxite,5,0.0
DEU,ITA,Bauxite,6,0.0
DEU,ITA,Bauxite,7,0.0
DEU,ITA,Bauxite,8,0.0
DEU,ITA,Bauxite,9,0.0
DEU,ITA,Bauxite,10,0.0
DEU,ITA,Bauxite,11,0.0
DEU,ITA,Bauxite,12,0.0
DEU,ITA,Bauxite,13,0.0
JPN,ITA,Bauxite,0,0.0
JPN,ITA,Bauxite,1,0.0
JPN,ITA,Bauxite,2,0.0
JPN,ITA,Bauxite,3,0.0
JPN,ITA,Bauxite,4,0.0
JPN,ITA,Bauxite,5,0.0
JPN,ITA,Bauxite,6,0.0
JPN,ITA,Bauxite,7,0.0
JPN,ITA,Bauxite,8,0.0
JPN,ITA,Bauxite,9,0.0
JPN,ITA,Bauxite,10,0.0
JPN,ITA,Bauxite,11,0.0
JPN,ITA,Bauxite,12,0.0
JPN,ITA,Bauxite,13,0.0
KOR,ITA,Bauxite,0,0.0
KOR,ITA,Bauxite,1,0.0
KOR,ITA,Bauxite,2,0.0
KOR,ITA,Bauxite,3,0.0
KOR,ITA,Bauxite,4,0.0
KOR,ITA,Bauxite,5,0.0
KOR,ITA,Bauxite,6,0.0
KOR,ITA,Bauxite,7,0.0
KOR,ITA,Bauxite,8,0.0
KOR,ITA,Bauxite,9,0.0
KOR,ITA,Bauxite,10,0.0
KOR,ITA,Bauxite,11,0.0
KOR,ITA,Bauxite,12,0.0
KOR,ITA,Bauxite,13,0.0
ROE,ITA,Bauxite,0,0.0
ROE,ITA,Bauxite,1,0.0
ROE,ITA,Bauxite,2,0.0
ROE,ITA,Bauxite,3,0.0
ROE,ITA,Bauxite,4,0.0
ROE,ITA,Bauxite,5,0.0
ROE,ITA,Bauxite,6,0.0
ROE,ITA,Bauxite,7,0.0
ROE,ITA,Bauxite,8,0.0
ROE,ITA,Bauxite,9,0.0
ROE,ITA,Bauxite,10,0.0
ROE,ITA,Bauxite,11,0.0
ROE,ITA,Bauxite,12,0.0
ROE,ITA,Bauxite,13,0.0
ROW,ITA,Bauxite,0,0.0
ROW,ITA,Bauxite,1,0.0
ROW,ITA,Bauxite,2,0.0
ROW,ITA,Bauxite,3,0.0
ROW,ITA,Bauxite,4,0.0
ROW,ITA,Bauxite,5,0.0
ROW,ITA,Bauxite,6,0.0
ROW,ITA,Bauxite,7,0.0
ROW,ITA,Bauxite,8,0.0
ROW,ITA,Bauxite,9,0.0
ROW,ITA,Bauxite,10,0.0
ROW,ITA,Bauxite,11,0.0
ROW,ITA,Bauxite,12,0.0
ROW,ITA,Bauxite,13,0.0
USA,ITA,Bauxite,0,0.0
USA,ITA,Bauxite,1,0.0
USA,ITA,Bauxite,2,0.0
USA,ITA,Bauxite,3,0.0
USA,ITA,Bauxite,4,0.0
USA,ITA,Bauxite,5,0.0
USA,ITA,Bauxite,6,0.0
USA,ITA,Bauxite,7,0.0
USA,ITA,Bauxite,8,0.0
USA,ITA,Bauxite,9,0.0
USA,ITA,Bauxite,10,0.0
USA,ITA,Bauxite,11,0.0
USA,ITA,Bauxite,12,0.0
USA,ITA,Bauxite,13,0.0
AUS,JPN,Bauxite,0,0.0
AUS,JPN,Bauxite,1,0.0
AUS,JPN,Bauxite,2,0.0
AUS,JPN,Bauxite,3,0.0
AUS,JPN,Bauxite,4,0.0
AUS,JPN,Bauxite,5,0.0
AUS,JPN,Bauxite,6,0.0
AUS,JPN,Bauxite,7,0.0
AUS,JPN,Bauxite,8,0.0
AUS,JPN,Bauxite,9,0.0
AUS,JPN,Bauxite,10,0.0
AUS,JPN,Bauxite,11,0.0
AUS,JPN,Bauxite,12,0.0
AUS,JPN,Bauxite,13,0.0
AUT,JPN,Bauxite,0,0.0
AUT,JPN,Bauxite,1,0.0
AUT,JPN,Bauxite,2,0.0
AUT,JPN,Bauxite,3,0.0
AUT,JPN,Bauxite,4,0.0
AUT,JPN,Bauxite,5,0.0
AUT,JPN,Bauxite,6,0.0
AUT,JPN,Bauxite,7,0.0
AUT,JPN,Bauxite,8,0.0
AUT,JPN,Bauxite,9,0.0
AUT,JPN,Bauxite,10,0.0
AUT,JPN,Bauxite,11,0.0
AUT,JPN,Bauxite,12,0.0
AUT,JPN,Bauxite,13,0.0
BRA,JPN,Bauxite,0,0.0
BRA,JPN,Bauxite,1,0.0
BRA,JPN,Bauxite,2,0.0
BRA,JPN,Bauxite,3,0.0
BRA,JPN,Bauxite,4,0.0
BRA,JPN,Bauxite,5,0.0
BRA,JPN,Bauxite,6,0.0
BRA,JPN,Bauxite,7,0.0
BRA,JPN,Bauxite,8,0.0
BRA,JPN,Bauxite,9,0.0
BRA,JPN,Bauxite,10,0.0
BRA,JPN,Bauxite,11,0.0
BRA,JPN,Bauxite,12,0.0
BRA,JPN,Bauxite,13,0.0
CHN,JPN,Bauxite,0,0.0
CHN,JPN,Bauxite,1,0.0
CHN,JPN,Bauxite,2,0.0
CHN,JPN,Bauxite,3,0.0
CHN,JPN,Bauxite,4,0.0
CHN,JPN,Bauxite,5,0.0
CHN,JPN,Bauxite,6,0.0
CHN,JPN,Bauxite,7,0.0
CHN,JPN,Bauxite,8,0.0
CHN,JPN,Bauxite,9,0.0
CHN,JPN,Bauxite,10,0.0
CHN,JPN,Bauxite,11,0.0
CHN,JPN,Bauxite,12,0.0
CHN,JPN,Bauxite,13,0.0
CZE,JPN,Bauxite,0,0.0
CZE,JPN,Bauxite,1,0.0
CZE,JPN,Bauxite,2,0.0
CZE,JPN,Bauxite,3,0.0
CZE,JPN,Bauxite,4,0.0
CZE,JPN,Bauxite,5,0.0
CZE,JPN,Bauxite,6,0.0
CZE,JPN,Bauxite,7,0.0
CZE,JPN,Bauxite,8,0.0
CZE,JPN,Bauxite,9,0.0
CZE,JPN,Bauxite,10,0.0
CZE,JPN,Bauxite,11,0.0
CZE,JPN,Bauxite,12,0.0
CZE,JPN,Bauxite,13,0.0
DEU,JPN,Bauxite,0,0.0
DEU,JPN,Bauxite,1,0.0
DEU,JPN,Bauxite,2,0.0
DEU,JPN,Bauxite,3,0.0
DEU,JPN,Bauxite,4,0.0
DEU,JPN,Bauxite,5,0.0
DEU,JPN,Bauxite,6,0.0
DEU,JPN,Bauxite,7,0.0
DEU,JPN,Bauxite,8,0.0
DEU,JPN,Bauxite,9,0.0
DEU,JPN,Bauxite,10,0.0
DEU,JPN,Bauxite,11,0.0
DEU,JPN,Bauxite,12,0.0
DEU,JPN,Bauxite,13,0.0
ITA,JPN,Bauxite,0,0.0
ITA,JPN,Bauxite,1,0.0
ITA,JPN,Bauxite,2,0.0
ITA,JPN,Bauxite,3,0.0
ITA,JPN,Bauxite,4,0.0
ITA,JPN,Bauxite,5,0.0
ITA,JPN,Bauxite,6,0.0
ITA,JPN,Bauxite,7,0.0
ITA,JPN,Bauxite,8,0.0
ITA,JPN,Bauxite,9,0.0
ITA,JPN,Bauxite,10,0.0
ITA,JPN,Bauxite,11,0.0
ITA,JPN,Bauxite,12,0.0
ITA,JPN,Bauxite,13,0.0
KOR,JPN,Bauxite,0,0.0
KOR,JPN,Bauxite,1,0.0
KOR,JPN,Bauxite,2,0.0
KOR,JPN,Bauxite,3,0.0
KOR,JPN,Bauxite,4,0.0
KOR,JPN,Bauxite,5,0.0
KOR,JPN,Bauxite,6,0.0
KOR,JPN,Bauxite,7,0.0
KOR,JPN,Bauxite,8,0.0
KOR,JPN,Bauxite,9,0.0
KOR,JPN,Bauxite,10,0.0
KOR,JPN,Bauxite,11,0.0
KOR,JPN,Bauxite,12,0.0
KOR,JPN,Bauxite,13,0.0
ROE,JPN,Bauxite,0,0.0
ROE,JPN,Bauxite,1,0.0
ROE,JPN,Bauxite,2,0.0
ROE,JPN,Bauxite,3,0.0
ROE,JPN,Bauxite,4,0.0
ROE,JPN,Bauxite,5,0.0
ROE,JPN,Bauxite,6,0.0
