location,exporter,commodity,time_operation,import_flow
AUS,CZE,Aluminium,13,0.0
AUT,CZE,Aluminium,0,0.0
AUT,CZE,Aluminium,1,0.0
AUT,CZE,Aluminium,2,0.0
AUT,CZE,Aluminium,3,0.0
AUT,CZE,Aluminium,4,0.0
AUT,CZE,Aluminium,5,0.0
AUT,CZE,Aluminium,6,0.0
AUT,CZE,Aluminium,7,0.0
AUT,CZE,Aluminium,8,0.0
AUT,CZE,Aluminium,9,0.0
AUT,CZE,Aluminium,10,0.0
AUT,CZE,Aluminium,11,0.0
AUT,CZE,Aluminium,12,0.0
AUT,CZE,Aluminium,13,0.0
BRA,CZE,Aluminium,0,0.0
BRA,CZE,Aluminium,1,0.0
BRA,CZE,Aluminium,2,0.0
BRA,CZE,Aluminium,3,0.0
BRA,CZE,Aluminium,4,0.0
BRA,CZE,Aluminium,5,0.0
BRA,CZE,Aluminium,6,0.0
BRA,CZE,Aluminium,7,0.0
BRA,CZE,Aluminium,8,0.0
BRA,CZE,Aluminium,9,0.0
BRA,CZE,Aluminium,10,0.0
BRA,CZE,Aluminium,11,0.0
BRA,CZE,Aluminium,12,0.0
BRA,CZE,Aluminium,13,0.0
CHN,CZE,Aluminium,0,0.0
CHN,CZE,Aluminium,1,0.0
CHN,CZE,Aluminium,2,0.0
CHN,CZE,Aluminium,3,0.0
CHN,CZE,Aluminium,4,0.0
CHN,CZE,Aluminium,5,0.0
CHN,CZE,Aluminium,6,0.0
CHN,CZE,Aluminium,7,0.0
CHN,CZE,Aluminium,8,0.0
CHN,CZE,Aluminium,9,0.0
CHN,CZE,Aluminium,10,0.0
CHN,CZE,Aluminium,11,0.0
CHN,CZE,Aluminium,12,0.0
CHN,CZE,Aluminium,13,0.0
DEU,CZE,Aluminium,0,0.0
DEU,CZE,Aluminium,1,0.0
DEU,CZE,Aluminium,2,0.0
DEU,CZE,Aluminium,3,0.0
DEU,CZE,Aluminium,4,0.0
DEU,CZE,Aluminium,5,0.0
DEU,CZE,Aluminium,6,0.0
DEU,CZE,Aluminium,7,0.0
DEU,CZE,Aluminium,8,6.39968096
DEU,CZE,Aluminium,9,8.3
DEU,CZE,Aluminium,10,8.3
DEU,CZE,Aluminium,11,9.916000000000002
DEU,CZE,Aluminium,12,11.936000000000002
DEU,CZE,Aluminium,13,12.744000000000009
ITA,CZE,Aluminium,0,10.504
ITA,CZE,Aluminium,1,10.504
ITA,CZE,Aluminium,2,10.504
ITA,CZE,Aluminium,3,10.504
ITA,CZE,Aluminium,4,10.504
