location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,0.8397651698166321,0.8822105228384963,0.9285880394937588,0.9247683046673593,1.045275652383132,1.0546442636958175,1.0647828984745864,1.0844998849236003,0.9813300716967239,1.1503571405772557,1.163109586019928,1.04028483020587,1.0298037536921798,0.5599433026014438
AUT,0.01536710666314453,0.06759702462797884,0.06819260649740819,0.0685851732976274,0.06898228607431867,0.06931598802938217,0.06970330071203915,0.07002552911109865,0.038761245792671796,0.0392768094677685,0.04270388676476037,0.04021591864411196,0.04064469843571478,0.04236422353800772
BRA,0.0,0.0,0.0,0.0015794549416866491,0.013876902446169468,0.013887446522507903,0.017669713998061904,0.01750551465889761,0.01735196014418204,0.017406287969458156,0.01746095705676884,0.24904564849033767,0.2263389878565377,0.22686482295660837
CHN,5.03079546202218e-05,3.9261131390584436e-05,2.886653192113946e-05,0.007078805606819155,0.007950626779611236,0.025378925354542215,0.040417340053912905,0.05523534282548732,0.05818913405905788,0.0614896034763814,0.06478331966703021,0.067857413426488,0.07157742624245625,0.07422734817128536
CZE,0.9750945235850201,1.4229116514150009,2.0781925605461105,2.4270506629704807,2.904325228289784,3.762351541532734,4.529803284767107,4.758628638726792,6.0742402975702525,7.399616900506629,7.731015172740214,4.042541996253092,3.7625017149211137,4.09005929631682
DEU,0.0451702060216032,0.04579597521042056,0.0466963109402795,0.04746596259548419,0.04826141032118826,0.057650173673965736,0.0652959489273956,0.08506364387584726,0.031259816059474144,0.06609144837534267,0.10706184926400311,0.1473424259318678,0.14675915406587325,0.20018685848801132
ITA,0.1038149147853373,0.16434928172731042,0.18578595346706592,0.2097960105826215,0.2380299558619042,0.2713911103160453,0.31082285020497424,0.2656649711163864,0.25488154001246965,0.24956349993293328,0.3834382899690353,0.4989172542320596,0.455443477576172,0.41180529261981
JPN,0.01038894366122954,0.010457213680117101,0.010562291727348981,0.021627447240770314,0.021846587994434664,0.022067740663893595,0.021922940401688587,0.013312872359501075,0.01617163431566056,0.040918754863457675,0.04897303857390295,0.052149377014647856,0.05578276684973224,0.059761182259733835
KOR,0.037064000025440594,0.04086227428509589,0.04492347274405311,0.06396556325287892,0.06426640161240141,0.06608886388283196,0.06665833330040835,0.06735851268136835,0.07317446228261537,0.07906813533738292,0.1296922847378292,0.13922718452375035,0.14829255279280856,0.15854021742352578
ROE,0.01907970713634386,0.023693927706277977,0.02921140244024374,0.044661144736487426,0.05595948760527626,0.0663326964474618,0.06954038052155152,0.05390792840379771,0.0634297696980978,0.0741157901038305,0.08635798344453875,0.08656487558357896,0.10099759784088133,0.11766371393349435
ROW,0.023518983203653154,0.029416250057825447,0.03667513937018936,0.04486992262602196,0.054373765390548535,0.06443750233340008,0.06924712707287625,0.06475247360601141,0.06013495499460793,0.061636092534784685,0.06420479771284171,0.06703089357131962,0.06443347610747834,0.0628370288393162
TOTAL,0.06142332763114499,0.07366199518266192,0.08887100286932256,0.10582239731382204,0.12315647840087666,0.14025215304339303,0.15570464220133032,0.16278133511009996,0.17508297541671447,0.19534540241726356,0.21836503111197822,0.22570933540249008,0.24137870911850387,0.24811575956730655
USA,0.17552414152371176,0.21241573383254803,0.2530452360055504,0.30001280351560256,0.3325563500180442,0.3614524428104789,0.3972002463513786,0.43182951454100454,0.46897529801423116,0.5103648847730974,0.562787612459329,0.6129176694766402,0.6788987046310968,0.7129946569293365
