location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,0.8397651698166321,0.8822105228384963,0.9285880394937588,0.9247683046673593,1.045275652383132,1.0546442636958175,1.0647828984745864,1.0844998849236003,0.9813300716967239,1.1616209866415512,1.1597018693042604,0.6196592026050958,0.5366822880366603,0.5001747818286747
AUT,0.015367106663135862,0.06759702462797884,0.06819260649740819,0.0685851732976274,0.06898228607431867,0.06931598802938217,0.06970330071203915,0.07002552911109865,0.036110098416656584,0.036678900429217745,0.04902032300742321,0.03842341822171891,0.03882680461228325,0.040133846220275285
BRA,0.0,0.0,0.0,0.0015794549416866316,0.013876902446169468,0.013887446522507903,0.017669713998061904,0.01750551465889761,0.01735196014418204,0.017406287969458156,0.01746095705676884,0.017540389537699864,0.024567113133671922,0.024644033292687852
CHN,5.030795462022181e-05,3.9261131390584436e-05,2.8866531921139474e-05,0.007078805606819155,0.007950626779611236,0.025378925354542198,0.039999469892799004,0.054417840422962695,0.05818913405905788,0.061489603476381396,0.064931789895286,0.05889803718005863,0.05412570113881375,0.045608359638577005
CZE,0.9750945235850202,1.4229116514150009,2.0781925605461105,2.4270506629704807,2.9043252282897845,3.7623515415327344,4.562566197667674,4.843408086133825,6.0797810856926855,7.332681693760723,7.763153580448648,5.938864504458753,3.232846638872264,2.317662241922809
DEU,0.0451702060216032,0.04579597521042056,0.0466963109402795,0.04746596259548419,0.04826141032118826,0.061810954544504505,0.059999422195578855,0.06648973287704575,0.03131240052778596,0.06502536115925818,0.1051201983537635,0.15049774656390852,0.1416179646793222,0.18961364472380193
ITA,0.1038149147853373,0.16434928172731042,0.18578595346706592,0.2097960105826215,0.2380299558619042,0.2713911103160453,0.3108228502049743,0.2656649711163864,0.27843712759252043,0.24956349993293328,0.3834382899690353,0.198324422628155,0.1673127902844929,0.14330393984321937
JPN,0.01038894366122954,0.010457213680117101,0.010562291727348981,0.021627447240770314,0.021846587994434664,0.022067740663893595,0.021922940401688587,0.013312872359501075,0.01617163431566056,0.04091853122078926,0.04897303857390295,0.04383921704712422,0.06314379575459446,0.09756599045866113
KOR,0.037064000025440594,0.04086227428509589,0.04492347274405311,0.06396556325287892,0.06426640161240141,0.06608886388283196,0.06665833330040835,0.06735851268136835,0.07317446228261537,0.07906813533738292,0.12650138983978554,0.12888482986218142,0.13002986607050762,0.1311289855306457
ROE,0.019079707136343865,0.023693927706277977,0.02921140244024374,0.044661144736487426,0.05595948760527625,0.06559294869025369,0.0695386859945181,0.05425816069254822,0.06374803396379244,0.074174181580407,0.08649338331803127,0.07230180076324959,0.06826136747266877,0.06674636696666479
ROW,0.023518983203653154,0.02941625005782545,0.03667513937018936,0.044869922626021956,0.05437376539054855,0.06443750233340008,0.06923754025543512,0.06473270899002781,0.06013495499460793,0.061265067588209085,0.0640351735681606,0.058565235802274,0.054768141783261455,0.052002934289046
TOTAL,0.06142332763114485,0.07366199518266192,0.08887100286932256,0.10582239731382202,0.12315647840087666,0.14026286945364158,0.1557234728461576,0.16283042827362681,0.17521040119310596,0.19509387931852612,0.21813746314035912,0.20395148748621297,0.19240187245465493,0.18431073702704148
USA,0.1755241415237118,0.21241573383254803,0.2530452360055504,0.30001280351560256,0.3325563500180442,0.3614524428104789,0.39720021714002446,0.4318294487104019,0.468975298064852,0.5098961068451595,0.5617508360148883,0.5975745452599696,0.6224681939473995,0.6353794024223907
