location,commodity,time_operation,opex_production,amount_produced,production_cost_per_unit,opex_transport,amount_imported,per_unit_import_cost,weighted_cost_per_unit,total_cost,production_to_import_ratio,scenario
AUS,Aluminium,0,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,1,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,2,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,3,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,4,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,5,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,6,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,7,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,8,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,9,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,10,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,11,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,12,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Aluminium,13,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S4
AUS,Bauxite,0,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,1,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,2,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,3,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,4,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,5,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,6,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,7,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,8,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,9,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,10,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S4
AUS,Bauxite,11,7504.3416,244.76,30.66,0.0,0.0,,30.66,7504.3416,,S4
AUS,Bauxite,12,7504.3416,244.76,30.66,0.0,0.0,,30.66,7504.3416,,S4
AUS,Bauxite,13,7504.3416,244.76,30.66,0.0,0.0,,30.66,7504.3416,,S4
AUS,Compressor,0,72800.0,1.3,56000.0,16581.984368399997,0.8099999999999998,48471.585640000005,28400.57665784776,59925.21674805877,1.6049382716049387,S4
AUS,Compressor,1,72280.0,1.3,55600.0,16581.984368399997,0.8099999999999998,48471.585640000005,28248.738199592102,59604.837601139334,1.6049382716049387,S4
AUS,Compressor,2,71630.0,1.3,55100.0,16581.984368399997,0.8099999999999998,48071.585640000005,27999.992663777546,59079.984520570615,1.6049382716049387,S4
AUS,Compressor,3,70980.0,1.3,54600.0,22518.744204,1.1,47771.58564,26055.14212229166,62532.3410935,1.1818181818181817,S4
AUS,Compressor,4,70460.0,1.3,54200.0,39571.204608,1.2,86030.47316652337,34477.10101756699,86192.75254391746,1.0833333333333335,S4
AUS,Compressor,5,69810.0,1.3,53700.0,42868.804992000005,1.3,83176.00384,34219.00096,88969.402496,1.0,S4
AUS,Compressor,6,69160.0,1.3,53200.0,46166.40537600001,1.4,82576.00384000002,34534.5634466941,93243.32130607407,0.9285714285714287,S4
AUS,Compressor,7,68640.0,1.3,52800.0,49464.00576,1.5,81976.00384,34907.90926530613,97742.14594285715,0.8666666666666667,S4
AUS,Compressor,8,67990.0,1.3,52300.0,52761.606144,1.6,81476.00383999999,35311.007114197375,102401.9206311724,0.8125,S4
AUS,Compressor,9,67470.0,1.3,51900.0,56059.206527999995,1.7,80876.00384,35715.850121955555,107147.55036586667,0.7647058823529412,S4
AUS,Compressor,10,66820.0,1.3,51400.0,36848.854152,1.8,45671.58564,24437.24635521332,75755.4637011613,0.7222222222222222,S4
AUS,Compressor,11,124950.0,2.45,103102.04081632652,93145.714662,4.55,45371.585640000005,31799.4949329,222596.4645303,0.5384615384615385,S4
AUS,Compressor,12,130795.0,2.59,56499.99999999999,110751.2783124,5.41,45171.58564,26579.59586984506,212636.76695876048,0.47874306839186687,S4
AUS,Compressor,13,137274.0,2.74,56176.64233576643,128152.1261064,6.26,44871.58564,26915.57419044523,242240.16771400708,0.43769968051118213,S4
AUS,Copper,0,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,0,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,1,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,1,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,2,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,2,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,3,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,3,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,4,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,4,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,5,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,5,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,6,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,6,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,7,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,7,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,8,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,8,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,9,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,9,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,10,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,10,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,11,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,11,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,12,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,12,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,13,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper,13,0.0,0.0,,0.0,0.0,,,0.0,,S4
AUS,Copper_ore,0,0.0,0.0,,31.143056112188,10.480775,2.97144592,2.97144592,31.143056112188,0.0,S4
AUS,Copper_ore,1,0.0,0.0,,31.143056112188,10.480775,2.97144592,2.97144592,31.143056112188,0.0,S4
AUS,Copper_ore,2,0.0,0.0,,31.143056112188,10.480775,2.97144592,2.97144592,31.143056112188,0.0,S4
AUS,Copper_ore,3,0.0,0.0,,34.6674881179,11.666875,2.9714459200000003,2.9714459200000003,34.6674881179,0.0,S4
AUS,Copper_ore,4,0.0,0.0,,17.318477630849998,12.075875,1911.0002585308189,1911.0002585308189,23077.000246985852,0.0,S4
AUS,Copper_ore,5,0.0,0.0,,17.90464514245,12.484875,1911.000226880722,1911.000226880722,23858.598957577455,0.0,S4
AUS,Copper_ore,6,0.0,0.0,,41.632365575390004,12.893875,3056.20272823805,3056.20272823805,39406.29595256039,0.0,S4
AUS,Copper_ore,7,0.0,0.0,,42.95219839947,13.302874999999998,3056.202670648599,3056.202670648599,40656.282102304474,0.0,S4
AUS,Copper_ore,8,0.0,0.0,,44.272031223549995,13.711875,3056.2026164947206,3056.2026164947206,41906.26825204855,0.0,S4
AUS,Copper_ore,9,0.0,0.0,,45.591864047630004,14.120875,3056.2025654778918,3056.2025654778918,43156.25440179263,0.0,S4
AUS,Copper_ore,10,0.0,0.0,,46.91169687171001,14.529875,3056.202517333199,3056.202517333199,44406.24055153671,0.0,S4
AUS,Copper_ore,11,0.0,0.0,,103.668743711995,32.1181875,3056.2016070849104,3056.2016070849104,98159.65625415447,0.0,S4
AUS,Copper_ore,12,0.0,0.0,,117.510288768589,36.4075125,3056.201518492703,3056.201518492703,111268.69498704208,0.0,S4
AUS,Copper_ore,13,0.0,0.0,,131.39777788345398,40.711075,3056.2014483676608,3056.2014483676608,124421.24637960448,0.0,S4
AUS,HEX,0,81432.0,2.7,30159.999999999996,0.0,0.0,,30159.999999999996,81432.0,,S4
AUS,HEX,1,80190.0,2.7,29699.999999999996,0.0,0.0,,29699.999999999996,80190.0,,S4
AUS,HEX,2,78030.0,2.7,28899.999999999996,0.0,0.0,,28899.999999999996,78030.0,,S4
AUS,HEX,3,77220.0,2.7,28599.999999999996,0.0,0.0,,28599.999999999996,77220.0,,S4
AUS,HEX,4,76140.0,2.7,28199.999999999996,0.0,0.0,,28199.999999999996,76140.0,,S4
AUS,HEX,5,75060.0,2.7,27799.999999999996,0.0,0.0,,27799.999999999996,75060.0,,S4
AUS,HEX,6,73980.0,2.7,27400.0,0.0,0.0,,27400.0,73980.0,,S4
AUS,HEX,7,75600.0,2.8,29142.85714285714,0.0,0.0,,29142.85714285714,81599.99999999999,,S4
AUS,HEX,8,160200.0,6.0,58700.0,0.0,0.0,,58700.0,352200.0,,S4
AUS,HEX,9,157800.0,6.0,26300.0,0.0,0.0,,26300.0,157800.0,,S4
AUS,HEX,10,182000.0,7.0,34571.42857142857,0.0,0.0,,34571.42857142857,242000.0,,S4
AUS,HEX,11,179200.0,7.0,25600.0,0.0,0.0,,25600.0,179200.0,,S4
AUS,HEX,12,202400.0,8.0,32800.0,0.0,0.0,,32800.0,262400.0,,S4
AUS,HEX,13,224100.0,9.0,31566.666666666668,0.0,0.0,,31566.666666666668,284100.0,,S4
AUS,HP,0,127036.730332,2.11,60206.98120000001,304517.63381,8.45,90050.74576598227,60063.48889782115,634270.4427609913,0.24970414201183433,S4
AUS,HP,1,126614.730332,2.11,60006.98120000001,319739.91174152005,8.8724,88081.91811335723,59702.63134446488,655678.1784774511,0.23781614895631392,S4
AUS,HP,2,126403.730332,2.11,59906.98120000001,335571.08079030085,9.311696,85861.45404156078,59112.73091053838,675167.6421899726,0.2265967445672625,S4
AUS,HP,3,143296.75488,2.4,73409.4812,341584.6013250472,9.478564,82885.98023999999,55772.94481891694,662502.4944999734,0.2532029113270744,S4
AUS,HP,4,148767.45299999998,2.5,64042.981199999995,378539.52382455417,9.853706000000003,86316.60376806113,57538.76668408145,710817.0072177373,0.2537116492008184,S4
AUS,HP,5,154198.15112,2.6,63668.519661538456,382892.78385248565,10.247855,84474.3830580975,56351.382137542634,723994.3867527378,0.25371163038509037,S4
AUS,HP,6,159588.84923999998,2.7,63306.98119999999,387592.053345264,10.661769,82631.87520680633,55196.1468401115,737518.1637676497,0.2532412773152373,S4
AUS,HP,7,165219.54736,2.8,63056.981199999995,399881.7476141911,11.096240000000002,81785.98043572747,54707.8796687564,760233.8257681596,0.2523377288162476,S4
AUS,HP,8,170540.24547999998,2.9,62717.326027586205,438879.3064583382,11.552089,84518.33495026012,56527.46417712193,816939.943232078,0.25103684710185314,S4
AUS,HP,9,175820.9436,3.0,62386.9812,533117.084102703,12.030173,93709.43750461239,62519.72388716251,939682.2659362849,0.24937297244187595,S4
AUS,HP,10,181371.64172,3.1,62165.04571612903,584922.155910128,12.53138,97576.99723835645,65156.971819930266,1018493.3861666216,0.24737897980908727,S4
AUS,HP,11,408148.8684,7.0,121486.98120000001,386082.45564704743,9.256635,90004.33416276464,51706.537449022675,840574.3064225927,0.7562143262643499,S4
AUS,HP,12,464855.8496,8.0,72281.98120000004,337322.6964352445,8.9069,83934.84921550872,39479.11445259617,667469.4401385982,0.8981800626480594,S4
AUS,HP,13,522062.83080000005,9.0,70606.98120000001,322302.8525731858,8.583176000000002,83081.55384064677,38295.86560328985,673362.9449749917,1.048562909580323,S4
AUS,Iron,0,1889.5463205522624,53.724720000000005,35.170891919999995,0.0,0.0,,35.170891919999995,1889.5463205522624,,S4
AUS,Iron,1,1889.5463205522624,53.724720000000005,35.170891919999995,0.0,0.0,,35.170891919999995,1889.5463205522624,,S4
AUS,Iron,2,1889.5463205522624,53.724720000000005,35.170891919999995,0.0,0.0,,35.170891919999995,1889.5463205522624,,S4
AUS,Iron,3,2076.7286210218563,59.04680000000001,35.170891919999995,0.0,0.0,,35.170891919999995,2076.7286210218563,,S4
AUS,Iron,4,2141.27424187344,60.882000000000005,35.17089192,0.0,0.0,,35.17089192,2141.27424187344,,S4
AUS,Iron,5,2205.819862725024,62.717200000000005,35.170891919999995,0.0,0.0,,35.170891919999995,2205.819862725024,,S4
AUS,Iron,6,2270.3654835766088,64.55240000000002,35.17089192,0.0,0.0,,35.17089192,2270.3654835766088,,S4
AUS,Iron,7,2334.911104428192,66.3876,35.17089192,0.0,0.0,,35.17089192,2334.911104428192,,S4
AUS,Iron,8,2399.4567252797756,68.22279999999999,35.170891919999995,0.0,0.0,,35.170891919999995,2399.4567252797756,,S4
AUS,Iron,9,2464.0023461313604,70.058,35.17089192,0.0,0.0,,35.17089192,2464.0023461313604,,S4
AUS,Iron,10,2528.547966982944,71.89320000000001,35.17089192,0.0,0.0,,35.17089192,2528.547966982944,,S4
AUS,Iron,11,5512.58008686504,156.73700000000002,35.170891919999995,0.0,0.0,,35.170891919999995,5512.58008686504,,S4
AUS,Iron,12,6214.858388366832,176.70460000000003,35.170891919999995,0.0,0.0,,35.170891919999995,6214.858388366832,,S4
AUS,Iron,13,6921.195410796192,196.78760000000003,35.170891919999995,0.0,0.0,,35.170891919999995,6921.195410796192,,S4
AUS,Nickel,0,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,0,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,1,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,1,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,2,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,2,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,3,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,3,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,4,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,4,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,5,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,5,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,6,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,6,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S4
AUS,Nickel,7,0.0,0.0,,11.4312596832,3.36,3959.4050206200013,3959.4050206200013,13303.600869283204,0.0,S4
AUS,Nickel,7,0.0,0.0,,11.4312596832,3.36,3959.4050206200013,3959.4050206200013,13303.600869283204,0.0,S4
AUS,Nickel,8,0.0,0.0,,24.902791343999997,7.2,3972.0835243533343,3972.0835243533343,28599.001375344007,0.0,S4
AUS,Nickel,8,0.0,0.0,,24.902791343999997,7.2,3972.0835243533343,3972.0835243533343,28599.001375344007,0.0,S4
AUS,Nickel,9,0.0,0.0,,26.124495983999992,7.199999999999999,4010.1190355533345,4010.1190355533345,28872.857055984005,0.0,S4
AUS,Nickel,9,0.0,0.0,,26.124495983999992,7.199999999999999,4010.1190355533345,4010.1190355533345,28872.857055984005,0.0,S4
AUS,Nickel,10,0.0,0.0,,31.428793367999994,8.399999999999999,4035.4760430200013,4035.4760430200013,33897.998761368006,0.0,S4
AUS,Nickel,10,0.0,0.0,,31.428793367999994,8.399999999999999,4035.4760430200013,4035.4760430200013,33897.998761368006,0.0,S4
AUS,Nickel,11,0.0,0.0,,32.650498008,8.4,4068.077909762858,4068.077909762858,34171.85444200801,0.0,S4
AUS,Nickel,11,0.0,0.0,,32.650498008,8.4,4068.077909762858,4068.077909762858,34171.85444200801,0.0,S4
AUS,Nickel,12,0.0,0.0,,39.17650003199999,9.600000000000001,4111.547065420001,4111.547065420001,39470.85182803201,0.0,S4
AUS,Nickel,12,0.0,0.0,,39.17650003199999,9.600000000000001,4111.547065420001,4111.547065420001,39470.85182803201,0.0,S4
AUS,Nickel,13,0.0,0.0,,45.70250205599999,10.8,4145.356408708889,4145.356408708889,44769.849214056005,0.0,S4
AUS,Nickel,13,0.0,0.0,,45.70250205599999,10.8,4145.356408708889,4145.356408708889,44769.849214056005,0.0,S4
AUS,Refrigerant,0,0.0,0.0,,18134.1456375625,1.2000624999999998,15111.001,15111.001,18134.1456375625,0.0,S4
AUS,Refrigerant,1,0.0,0.0,,18134.1456375625,1.2000624999999998,15111.001,15111.001,18134.1456375625,0.0,S4
AUS,Refrigerant,2,0.0,0.0,,18134.1456375625,1.2000624999999998,15111.001,15111.001,18134.1456375625,0.0,S4
AUS,Refrigerant,3,0.0,0.0,,20626.516365,1.365,15111.001,15111.001,20626.516365,0.0,S4
AUS,Refrigerant,4,0.0,0.0,,21485.954546875,1.421875,15111.001,15111.001,21485.954546875,0.0,S4
AUS,Refrigerant,5,0.0,0.0,,22345.39272875,1.47875,15111.001,15111.001,22345.39272875,0.0,S4
AUS,Refrigerant,6,0.0,0.0,,23204.830910625,1.535625,15111.001,15111.001,23204.830910625,0.0,S4
AUS,Refrigerant,7,0.0,0.0,,24064.2690925,1.5924999999999998,15111.001,15111.001,24064.2690925,0.0,S4
AUS,Refrigerant,8,0.0,0.0,,24923.707274374996,1.6493749999999998,15111.000999999998,15111.000999999998,24923.707274374996,0.0,S4
AUS,Refrigerant,9,0.0,0.0,,25783.145456249997,1.7062499999999998,15111.001,15111.001,25783.145456249997,0.0,S4
AUS,Refrigerant,10,0.0,0.0,,26642.583638125005,1.763125,15111.001000000002,15111.001000000002,26642.583638125005,0.0,S4
AUS,Refrigerant,11,0.0,0.0,,60160.67273124999,3.98125,15111.000999999998,15111.000999999998,60160.67273124999,0.0,S4
AUS,Refrigerant,12,0.0,0.0,,68755.05455,4.55,15111.001,15111.001,68755.05455,0.0,S4
AUS,Refrigerant,13,0.0,0.0,,77349.43636875,5.1187499999999995,15111.001000000002,15111.001000000002,77349.43636875,0.0,S4
AUS,Steel,0,16641.23188300197,33.57795,495.59999592000014,0.0,0.0,,495.59999592000014,16641.23188300197,,S4
AUS,Steel,1,16641.23188300197,33.57795,495.59999592000014,0.0,0.0,,495.59999592000014,16641.23188300197,,S4
AUS,Steel,2,16641.23188300197,33.57795,495.59999592000014,0.0,0.0,,495.59999592000014,16641.23188300197,,S4
AUS,Steel,3,18289.746149430663,36.904250000000005,495.59999592,0.0,0.0,,495.59999592,18289.746149430663,,S4
