technology,carrier,location,time_operation,total_production,scenario_x,opex,scenario_y,capacity_type,capex,scenario,total_production_cost,opex_cost,production_cost_per_unit,opex_per_unit,commodity
Aluminium_production,Aluminium,AUS,0,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,1,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,2,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,3,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,4,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,5,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,6,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,7,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,8,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,9,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,10,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,11,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,12,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,13,60.0,S4,96868.08,S4,power,0.0,S4,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUT,0,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,1,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,2,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,3,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,4,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,5,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,6,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,7,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,8,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,9,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,10,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,11,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,12,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,13,19.64,S4,33669.48048,S4,power,0.0,S4,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,BRA,0,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,1,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,2,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,3,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,4,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,5,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,6,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,7,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,8,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,9,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,10,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,11,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,12,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,13,32.44,S4,54078.38831999999,S4,power,0.0,S4,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,CHN,0,276.36,S4,448595.29008,S4,power,0.0,S4,448595.29008,448595.29008,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,1,313.57470644,S4,509003.2435851883,S4,power,0.0,S4,509003.2435851883,509003.2435851883,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,2,355.04206636000004,S4,576314.2232934101,S4,power,0.0,S4,576314.2232934101,576314.2232934101,1623.228,1623.228,Aluminium
Aluminium_production,Aluminium,CHN,3,401.35088552,S4,651483.9952008586,S4,power,0.0,S4,651483.9952008586,651483.9952008586,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,4,453.18010612,S4,735614.6372969553,S4,power,0.0,S4,735614.6372969553,735614.6372969553,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,5,511.31338716,S4,829978.2068129524,S4,power,0.0,S4,829978.2068129524,829978.2068129524,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,6,576.65601992,S4,936044.1979027016,S4,power,0.0,S4,936044.1979027016,936044.1979027016,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,7,650.25471184,S4,1055511.6553906195,S4,power,0.0,S4,1055511.6553906195,1055511.6553906195,1623.228,1623.228,Aluminium
Aluminium_production,Aluminium,CHN,8,733.3205620000001,S4,1190346.4692141362,S4,power,0.0,S4,1190346.4692141362,1190346.4692141362,1623.228,1623.228,Aluminium
Aluminium_production,Aluminium,CHN,9,827.2559958000002,S4,1342825.0955504426,S4,power,0.0,S4,1342825.0955504426,1342825.0955504426,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,10,933.68604264,S4,1515585.3276224418,S4,power,0.0,S4,1515585.3276224418,1515585.3276224418,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,11,1054.49495852,S4,1711685.7425285024,S4,power,0.0,S4,1711685.7425285024,1711685.7425285024,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,12,1191.86884804,S4,1934674.8864662729,S4,power,0.0,S4,1934674.8864662729,1934674.8864662729,1623.2279999999996,1623.2279999999996,Aluminium
Aluminium_production,Aluminium,CHN,13,1348.34555436,S4,2188672.257512674,S4,power,0.0,S4,2188672.257512674,2188672.257512674,1623.228,1623.228,Aluminium
Aluminium_production,Aluminium,CZE,0,2.4,S4,4114.3967999999995,S4,power,0.0,S4,4114.3967999999995,4114.3967999999995,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,CZE,1,2.4,S4,4114.3967999999995,S4,power,0.0,S4,4114.3967999999995,4114.3967999999995,1714.3319999999999,1714.3319999999999,Aluminium
