location,time_operation,lcohp,scenario
AUS,0,149.35392811558276,S4
AUS,1,148.38123210397083,S4
AUS,2,146.74258613422978,S4
AUS,3,141.15794950112246,S4
AUS,4,161.47168921749207,S4
AUS,5,159.62620443878322,S4
AUS,6,164.70423209768478,S4
AUS,7,166.33216757009706,S4
AUS,8,198.1273493233948,S4
AUS,9,172.17052227269173,S4
AUS,10,171.83130841984158,S4
AUS,11,156.811178044748,S4
AUS,12,146.6165075113226,S4
AUS,13,144.57685482948528,S4
AUT,0,318.0960065865876,S4
AUT,1,199.0074092423912,S4
AUT,2,195.5145203535023,S4
AUT,3,192.79852035350228,S4
AUT,4,190.1825203535023,S4
AUT,5,187.72029813128006,S4
AUT,6,185.11140924239118,S4
AUT,7,182.75629813128006,S4
AUT,8,255.1416319259403,S4
AUT,9,206.28984214908152,S4
AUT,10,229.19118012695418,S4
AUT,11,210.46788703669773,S4
AUT,12,182.30122037003107,S4
AUT,13,184.12169732751394,S4
BRA,0,37.67838988155,S4
BRA,1,37.50838988155,S4
BRA,2,37.108389881549996,S4
BRA,3,4980.266524368382,S4
BRA,4,715.9095597210095,S4
BRA,5,479.5594252241095,S4
BRA,6,277.86797181252905,S4
BRA,7,187.75348182027875,S4
BRA,8,168.79376340999545,S4
BRA,9,168.39376340999544,S4
BRA,10,167.99376340999544,S4
BRA,11,167.49376340999544,S4
BRA,12,224.68957521507883,S4
BRA,13,166.8229085484122,S4
CHN,0,120.66579322543325,S4
CHN,1,121.14457805377354,S4
CHN,2,120.59244041603476,S4
CHN,3,118.5281477527509,S4
CHN,4,123.267668592169,S4
CHN,5,131.16413088065542,S4
CHN,6,128.4235761963895,S4
CHN,7,125.00030979378778,S4
CHN,8,117.8068641350582,S4
CHN,9,115.80246483421067,S4
CHN,10,115.62544663574852,S4
CHN,11,110.67404266368132,S4
CHN,12,111.17133875260939,S4
CHN,13,111.40073342935467,S4
CZE,0,236.7227916480243,S4
CZE,1,231.7299839445343,S4
CZE,2,226.60978258335163,S4
CZE,3,212.47793521034902,S4
CZE,4,203.61019229861702,S4
CZE,5,218.49470952956386,S4
CZE,6,218.94377995678036,S4
CZE,7,214.92055869059678,S4
CZE,8,218.7418918498302,S4
CZE,9,201.85554182568148,S4
CZE,10,216.09480968056155,S4
CZE,11,186.6110371734697,S4
CZE,12,300.016413424039,S4
CZE,13,229.46722794657924,S4
DEU,0,235.1968674825713,S4
DEU,1,226.88607625285638,S4
DEU,2,219.64544812691906,S4
DEU,3,214.03016564208454,S4
DEU,4,209.0629581854089,S4
DEU,5,206.0069469242698,S4
DEU,6,218.25921894226582,S4
DEU,7,209.5574937680268,S4
DEU,8,265.41303431008566,S4
DEU,9,189.8168081493688,S4
DEU,10,163.56694552905702,S4
DEU,11,161.4830944034236,S4
DEU,12,177.45694407497814,S4
DEU,13,159.23908359003713,S4
ITA,0,155.37923914939776,S4
ITA,1,155.9906493816752,S4
ITA,2,143.48900636025812,S4
ITA,3,136.15782361514263,S4
ITA,4,131.9111931440294,S4
ITA,5,129.90911342765966,S4
ITA,6,129.3870971479183,S4
ITA,7,171.11395836674563,S4
ITA,8,159.62163236983676,S4
ITA,9,176.8784734268135,S4
ITA,10,154.16857752942792,S4
ITA,11,215.2226219687455,S4
ITA,12,226.90413332984284,S4
ITA,13,225.11457452091648,S4
JPN,0,468.22864277040276,S4
JPN,1,465.2139674455227,S4
JPN,2,460.6500713416266,S4
JPN,3,389.36673175974477,S4
JPN,4,385.7063239278036,S4
JPN,5,384.07373610620704,S4
JPN,6,377.6534613097053,S4
JPN,7,388.79526258860835,S4
JPN,8,348.61423336750215,S4
JPN,9,280.7738586265339,S4
JPN,10,207.68201292696529,S4
JPN,11,196.20336085419768,S4
JPN,12,212.67233169814028,S4
JPN,13,217.88330280506105,S4
KOR,0,408.66865758868266,S4
KOR,1,340.7612131586166,S4
KOR,2,249.19159142584115,S4
KOR,3,214.50898974995138,S4
KOR,4,186.6843381382328,S4
KOR,5,181.8168397148711,S4
KOR,6,176.24626547500725,S4
KOR,7,169.9978919057643,S4
KOR,8,176.72976397212705,S4
KOR,9,176.26231133594996,S4
KOR,10,221.2503580201042,S4
KOR,11,187.17136424357054,S4
KOR,12,186.11122327692686,S4
KOR,13,185.15159426931658,S4
ROE,0,211.43009937293687,S4
ROE,1,187.73938181436716,S4
ROE,2,181.5053593545899,S4
ROE,3,180.24147132194759,S4
ROE,4,172.95428475306127,S4
ROE,5,169.93769106674688,S4
ROE,6,164.80294080739512,S4
ROE,7,195.43665805402614,S4
ROE,8,160.3196627854192,S4
ROE,9,157.5506342743536,S4
ROE,10,156.50351208112878,S4
ROE,11,234.16959671493854,S4
ROE,12,210.98410188560428,S4
ROE,13,208.7099704196763,S4
ROW,0,436.6231791448657,S4
ROW,1,311.22779472794014,S4
ROW,2,293.3367659276087,S4
ROW,3,279.860580550941,S4
ROW,4,268.7964614296504,S4
ROW,5,237.28516804517548,S4
ROW,6,241.10333278118114,S4
ROW,7,234.48139641416716,S4
ROW,8,207.3149941043744,S4
ROW,9,189.01647763870244,S4
ROW,10,186.06318584036666,S4
ROW,11,243.67473157314524,S4
ROW,12,210.642419236795,S4
ROW,13,176.50142736218606,S4
USA,0,183.30821122637175,S4
USA,1,179.38214852471071,S4
USA,2,171.50146858251003,S4
USA,3,161.1039666884543,S4
USA,4,180.40702430337714,S4
USA,5,171.1071785377807,S4
USA,6,170.9237829477144,S4
USA,7,178.3635825014725,S4
USA,8,178.66884399956623,S4
USA,9,191.13435321322515,S4
USA,10,205.51269382462561,S4
USA,11,178.714899550953,S4
USA,12,167.65249122033677,S4
USA,13,155.45776054858212,S4
