location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,1766.2874466060584,1795.4673296539268,1823.9747144497635,1851.9876223842975,1945.9157605025275,1980.5630170289908,1993.4525489738073,2022.6114682191474,2231.430882955618,2232.3372569300295,2306.1569803789644,2127.9972524575196,2137.4061611991947,2158.917735044073
AUT,1031.4458780957743,1052.0773339550717,1206.7540478491755,1196.8827646062362,1187.0114813632968,1178.0954835954806,1168.8610573359565,1160.5819165515557,1311.8422823535939,1337.8062242474145,1328.585974321579,1180.2795202543127,815.2965303774478,814.7897914185371
BRA,5291.009427576262,5281.164724303938,5260.976149706045,5050.494903767074,3933.009830243685,3793.757616082533,2838.27251625393,2295.3217548988578,1957.9064686235952,1945.2832701375817,1939.296918670882,1930.665435160757,1955.176756477778,1949.2204916612625
CHN,1184.7375379806597,1146.6306429687595,1094.7463446316278,1047.0060704762016,1016.2382592598418,997.0722418523054,1013.1955336166566,1025.7981964006196,1019.9960424650512,1044.2324704135663,1038.260080648438,995.2310409083854,973.6473018382452,963.5877026482515
CZE,510.95125088507365,619.6017079361413,702.3671186532507,787.2571259618601,953.0564810444208,1428.921295252181,1621.2300210155618,1756.06277041689,1812.4980142517236,1884.492163568642,1753.5035764645618,1731.920339658707,1835.9019678461486,1869.4922248433159
DEU,2558.5817082317767,2525.131476260775,2478.577268255072,2440.1805874148195,2459.90808663557,2451.7881406706406,2494.042631905296,2475.2192757388,2552.7890511039445,2670.21399348552,2731.7772516420505,2883.5287322705285,3034.6593839721972,3181.8563365934606
ITA,3417.6010599394544,3289.90946869577,3059.19629291401,3062.268264557989,3070.5053180270693,3086.7683412928677,3111.561121467984,3148.022282018162,3169.591500030109,3089.7009444881223,2989.808923813521,3093.980553241219,3035.582356687613,3134.2362876235447
JPN,7378.654389768707,7330.978080950612,7258.801247091499,6311.955595792362,6249.850647827141,6187.671915046037,6131.412767057718,5824.080937955457,4761.396398917819,4509.028487681822,3740.6971503438135,3315.8096817007713,2829.83230061578,2812.9305419158927
KOR,7437.6646495046325,5894.082703645241,4184.1062968379765,3285.631403439497,2598.978132287167,2494.6972730847274,2469.011450091239,2445.0258099820553,2419.3994509043864,2396.5575752232785,2374.3430342396623,2353.983545518994,2333.9129880208848,2315.174351629819
ROE,1976.9204889184093,1941.747034368978,1893.5897316323314,1869.4843772930512,1874.148146616473,1791.40532562216,1762.0225236339281,1723.6609147184872,1774.1352756732722,1820.8227302415676,1759.0414415642063,1715.0542796350226,1742.4427316841734,1872.6776160321974
ROW,8793.580774738828,6193.160673061823,5949.977507874973,5737.619107455695,5514.126654115721,4431.6007839921795,3982.324609518107,3525.64252272077,3347.810455205456,3240.3055992275154,3053.8247339766654,2529.0682211481344,2277.248617171301,2050.1408653578205
TOTAL,2503.055869541436,2386.887864108676,2262.209568080851,2161.808845048242,2086.571662447035,2023.7122235382799,1988.686776239742,1944.5329627510139,1915.743320281758,1901.858279406101,1854.6851524488468,1795.5124352899165,1747.3046864357445,1730.4910112511727
USA,3300.437739988633,3293.9383368981116,3119.4806474403317,3199.965304994692,3155.197229629464,3129.2773961759412,3132.097491769939,3134.752559743206,3172.3095168053537,3229.816820700419,3316.518669902062,3400.3539918959223,3490.06855045793,3558.6242393564717
