location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,1766.2977318440153,1795.4776045787119,1823.9849786707668,1851.9876223842975,1970.9452025575013,1982.0192822567624,1993.491698739147,2026.8913378004643,2248.2806323441896,2432.3251219936324,2539.1292607197615,2194.617019299275,2161.260470527776,2176.766418018537
AUT,1005.546224509223,1081.4484789042517,1052.4052144244554,1050.7238162743463,1070.112156634519,1065.349366894791,1035.13467806925,1030.7345180920051,1266.8603263503214,1415.7683391074263,1467.8670163523177,1536.70629022995,1577.2990941805872,1693.818680538774
BRA,5291.009427576262,5281.164724303938,5260.976149706045,5050.494903767068,3933.009830243685,3760.7065829844873,2822.231027623184,2292.095963334208,1951.269636260419,1945.2832847937193,1939.2969333270198,1930.6654498168948,1955.176770259021,1949.2205054425053
CHN,1169.8638679695512,1125.9450244479774,1060.7575959219605,1013.1156534897596,986.7082980218603,1023.3469585963859,1055.1388738888163,1082.891736511821,1066.0894241505657,1041.4665855644707,1024.139675260044,986.916243129992,963.5363677210056,923.2767370695922
CZE,443.29224483544044,485.2652959346775,574.8745530352627,629.6061571582972,763.8187093636403,916.5092228446772,1084.752921699773,1209.2531729059046,1426.529206078355,1627.3517397587734,1563.576830775966,1565.0029201144575,1681.8043961225367,1721.2480091188079
DEU,2413.7006712600046,2382.5936221592037,2339.300528241717,2303.457254210612,2267.7843691920116,2258.0816401005013,2225.1249023947403,2257.78004004713,2416.6586675309954,2461.0728433651216,2508.5454810728324,2515.435942781383,2767.041759096797,2905.6118017805625
ITA,3412.509020290087,3067.408282320307,3052.4065610565913,3067.1856227677918,3083.6731239072815,3107.729723113477,3140.5723740727453,3151.6840121481464,3077.810894345486,2992.0685985233367,3248.5727045559006,3004.6085012604754,2991.6988068643436,3135.772081809534
JPN,7090.742257444394,7043.768308677573,7194.3279723475425,6310.2471575926065,6249.8534431985945,6187.751290604827,6129.280279768237,5803.11903978987,4760.6813568493735,3922.7012369797317,3158.067463767923,3009.132857755171,2923.637297650703,2820.4475535589404
KOR,7422.305152410166,6241.41634781807,4184.106086700001,3285.6314034394977,2598.978132287167,2494.0997164635883,2466.2114119850607,2442.2086163173753,2420.9468362238204,2396.2333672992245,2367.2687316272486,2349.281549698806,2330.9784376709713,2313.721856796769
ROE,1963.5249044799493,1881.2935794264351,1862.0712337884088,1843.7363833781928,1841.7075902533577,1841.904683331199,1837.6000479978036,1883.9185801758063,1879.481934502218,1872.7614230935378,1737.9518042618247,1780.747984409771,1897.3388099377441,2011.4159794591808
ROW,7985.064142942149,5596.177447970144,5226.183453180407,4889.193077086029,4695.519335164015,4322.907214781706,4178.818173755724,4288.6449427166635,3865.5894887772315,3276.024101907229,3121.3116948214165,2618.644152717762,2290.74886166803,2038.259202506644
TOTAL,2439.5946120538224,2302.517464708307,2176.422850629178,2081.2617063541275,2013.8677401957407,1977.278706992318,1943.734477086905,1923.6834948325939,1902.3597157049228,1874.692646612544,1826.1286454164251,1789.2744665404557,1766.299111863883,1743.8190709737662
USA,3300.4359567233446,3365.5590215268203,3119.4806482204413,3199.965305769549,3139.7983965605367,3129.8135716281595,3138.756486683258,3141.368970878371,3160.7380556570474,3173.250611778342,3192.201600712493,3240.9423787245473,3265.6672697122963,3266.936276895101
