commodity,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
Aluminium,0.3482233236154112,0.36354552449644684,0.3762416745130572,0.3900854897945246,0.40486852702354753,0.4203896398564972,0.42686989844601764,0.43428597946590575,0.4280012086894581,0.4435993230177075,0.45652355835800945,0.47046583797057767,0.4762053426827119,0.48583693783896303,0.4232244475549168
Bauxite,0.07118657695885418,0.06573169815532812,0.060560751690532905,0.055670019487143875,0.05105540599659164,0.04671234631650686,0.042635732383810555,0.03881984806405661,0.03525832643720909,0.03194411960100895,0.050500379297516926,0.11554898310788549,0.1787876165227506,0.2368984241342639,0.07723644486810428
Compressor,0.0389186486117429,0.04452198618796237,0.06643043081523563,0.0740365154287433,0.09960463697143691,0.10915283052131106,0.12153665389253938,0.13449502460178248,0.16691767695848142,0.20372716619574513,0.24416514160021865,0.15537489988252648,0.12139823593893363,0.09579613787636841,0.11971971324878769
Copper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Copper_ore,0.0006616635706856769,0.0006339926650493038,0.0006275780959217963,0.0005831306252304015,0.0005483529486323052,0.0005075749027788865,0.0004743981871106138,0.0004397890110325668,0.0004096115897766142,0.00043241188619483014,0.00046420617693033366,0.0004362565852799515,0.00043243519011237853,0.000427953179126577,0.0005056681867044454
HEX,0.08108756622134278,0.09222129865393076,0.12717378223316425,0.16613364562431707,0.2066610617387298,0.2590365719189706,0.2855476107481284,0.22799367310824742,0.21890776344184934,0.2417503874800898,0.2701706159791226,0.23231776799058756,0.2222403254191561,0.2243242181510006,0.2039690206220455
HP,0.08131741081027846,0.10877334972530978,0.10575996281622349,0.12327348065738514,0.10896168338358585,0.126273532901721,0.14320985272240214,0.16029342129858554,0.16222565277619355,0.17216533376522122,0.18172409772818546,0.1961366224388624,0.19258239517338382,0.17902549128428288,0.1458373062486872
Iron,0.07798303181696767,0.07921012051582632,0.08703083779979882,0.09821065666944755,0.10298588193241548,0.09693858357384938,0.09005248296162423,0.08441216823461745,0.08728864249512301,0.09213744616093571,0.10093281118573504,0.09407317775433693,0.09029611210905104,0.08879938598062326,0.09073938137073943
Nickel,0.0005451764090275004,0.0005700929464507522,0.0005278227207656058,0.0005233148689109713,0.0004708901579055804,0.0004186625092324508,0.00036288215312161275,0.000271227020800045,0.0002203312231705783,0.00021694815015890033,0.00021308892448099979,0.0002065866252940639,0.0002247632842989164,0.00026740874374148193,0.0003599425526685328
Steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
