location,time_operation,local_production_opex,local_production_output,transport_opex,transport_output,total_opex,total_output,total_opex_per_unit,transport_to_production_opex_ratio,transport_to_production_output_ratio
AUS,0,404025.9885355542,393.41267,339291.2812456571,27.4208375,743317.2697812114,420.8335075,1766.2977318440153,0.8397758829214511,0.06969993493092126
AUS,1,401841.9885355542,393.41267,354513.55917717714,27.8432375,756355.5477127314,421.2559075,1795.4776045787119,0.8822212941687413,0.07077361667075949
AUS,2,398820.9885355542,393.41267,370344.72822595795,28.2825335,769165.7167615122,421.6952035,1823.9849786707668,0.9285988924149672,0.07189024568019124
AUS,3,416089.70965045254,402.35105,384786.57538298273,30.090439,800876.2850334353,432.441489,1851.9876223842975,0.9247683046673593,0.0747865303197295
AUS,4,420593.40658662433,405.43325,439654.6117897459,31.031456000000002,860248.0183763702,436.464706,1970.9452025575013,1.0453197908113088,0.07653900117960233
AUS,5,424927.1035227961,408.51545,448166.1257049338,31.991480000000003,873093.2292277298,440.50693,1982.0192822567624,1.0546894325861493,0.07831155467926612
AUS,6,429220.800458968,411.59765000000004,457023.6490849684,32.971269,886244.4495439364,444.56891900000005,1993.491698739147,1.0647751660596847,0.08010558126364423
AUS,7,436584.4973951398,414.77985,473472.41375970055,34.211615,910056.9111548404,448.991465,2026.8913378004643,1.0844920435440348,0.08248138138822318
AUS,8,526488.1943313116,421.06205,516658.68664174975,42.913339,1043146.8809730613,463.975389,2248.2806323441896,0.9813300510906113,0.10191690037133481
AUS,9,529481.8912674835,424.14425,609093.2635770246,43.957297999999994,1138575.154844508,468.101548,2432.3251219936324,1.1503571200876501,0.10363761385424887
AUS,10,559215.5882036553,428.22645,648523.3521349857,47.42438,1207738.940338641,475.65083,2539.1292607197615,1.1597018499040952,0.1107460316848714
AUS,11,870733.1554371857,575.907625,539557.8019311504,66.70607249999999,1410290.9573683362,642.6136975000001,2194.617019299275,0.6196591901456242,0.11582772931683269
AUS,12,963372.3789877702,610.4949750000001,517024.8817376022,74.4744125,1480397.2607253725,684.9693875,2161.260470527776,0.5366822767753088,0.1219902137605637
AUS,13,1055685.406408988,645.27985,528027.2069814563,82.27300100000001,1583712.6133904443,727.552851,2176.766418018537,0.5001747715520573,0.12749972124497613
AUT,0,116734.92338139734,30.418,1785.08958047408,87.44829999999999,118520.01296187143,117.8663,1005.546224509223,0.015291821237093035,2.8748865803142873
AUT,1,157433.31512990364,44.13500000000002,10603.366151777811,111.24612500000003,168036.68128168146,155.38112500000005,1081.4484789042517,0.06735147603941777,2.5205874022884327
AUT,2,156608.1641787036,44.205,10603.3698657778,114.68012500000002,167211.5340444814,158.88512500000002,1052.4052144244554,0.06770636717047797,2.5942794932699926
AUT,3,156551.1595867036,44.605000000000004,10603.370065777804,114.48012499999999,167154.5296524814,159.085125,1050.7238162743463,0.06773102220239563,2.5665312184732647
AUT,4,155661.1595867036,44.605000000000004,10603.3700657778,110.76612499999997,166264.5296524814,155.37112499999998,1070.112156634519,0.06811827750693134,2.4832670104248393
AUT,5,154921.1595867036,44.605000000000004,10603.370065777804,110.76612499999997,165524.5296524814,155.37112499999998,1065.349366894791,0.06844365284939333,2.4832670104248393
AUT,6,154071.1595867036,44.605000000000004,10603.3700657778,114.480125,164674.5296524814,159.085125,1035.13467806925,0.06882125177886228,2.566531218473265
AUT,7,153371.1595867036,44.605000000000004,10603.370065777804,114.48012500000002,163974.5296524814,159.085125,1030.7345180920051,0.06913535826651633,2.5665312184732656
AUT,8,192781.1595867036,45.705,7396.865797777801,112.306125,200178.0253844814,158.011125,1266.8603263503214,0.038369235944195314,2.457195602231703
AUT,9,242490.4285633048,52.44,9447.671033370401,125.51150000000001,251938.0995966752,177.9515,1415.7683391074263,0.0389610059635982,2.3934305873379103
AUT,10,280561.5513352263,59.922000000000004,13657.640029081522,140.51795,294219.1913643078,200.43995,1467.8670163523177,0.04867965679574826,2.3450143519909217
AUT,11,298321.5513352263,60.522000000000006,11908.637701081521,141.35795,310230.1890363078,201.87995,1536.70629022995,0.039918797846755935,2.3356457156075474
AUT,12,308661.5513352263,60.922000000000004,11908.637701081521,142.31795,320570.1890363078,203.23995,1577.2990941805872,0.03858153906622459,2.3360682512064606
AUT,13,337281.5513352263,61.922000000000004,13458.15359613512,145.148396,350739.7049313614,207.070396,1693.818680538774,0.03990183733102845,2.344052130099157
BRA,0,953968.9997919999,180.29999999999998,0.0,0.0,953968.9997919999,180.29999999999998,5291.009427576262,0.0,0.0
BRA,1,952193.9997919999,180.29999999999998,0.0,0.0,952193.9997919999,180.29999999999998,5281.164724303938,0.0,0.0
BRA,2,948553.9997919999,180.29999999999998,0.0,0.0,948553.9997919999,180.29999999999998,5260.976149706045,0.0,0.0
BRA,3,954404.5600437241,188.30786518099998,1507.4389987293575,0.9630908849999978,955911.9990424535,189.27095606599997,5050.494903767068,0.0015794549416866756,0.00511444853391696
BRA,4,1029089.8991818263,256.16175,14280.580139284575,9.12375,1043370.4793211109,265.28549999999996,3933.009830243685,0.013876902446169468,0.0356171442457744
BRA,5,1026005.920087462,266.73447315000004,14281.861511381736,9.885826425000001,1040287.7815988436,276.62029957500005,3760.7065829844873,0.013919862675026552,0.037062425071095466
BRA,6,1077560.706001534,370.04708574500006,19051.450657498062,18.5150645275,1096612.156659032,388.56215027250005,2822.231027623184,0.017680164608258223,0.05003434762963856
BRA,7,1091256.1945439829,460.519007305,19060.49168132756,23.892074947499996,1110316.6862253104,484.4110822525,2292.095963334208,0.017466559893657797,0.05188075751165763
BRA,8,1102154.0124350323,544.682,19124.546980472947,29.9585,1121278.5594155053,574.6405,1951.269636260419,0.017351973285675684,0.055001817574291054
BRA,9,1098714.0124350323,544.682,19124.546980472947,29.9585,1117838.5594155053,574.6405,1945.2832847937193,0.017406301152096935,0.055001817574291054
BRA,10,1095274.0124350323,544.682,19124.546980472947,29.9585,1114398.5594155053,574.6405,1939.2969333270198,0.01746097028081121,0.055001817574291054
BRA,11,1090314.0124350323,544.682,19124.546980472947,29.9585,1109438.5594155053,574.6405,1930.6654498168948,0.017540402821900364,0.055001817574291054
BRA,12,1166199.8926290127,576.5039999999999,28650.179182642947,34.61725,1194850.0718116555,611.1212499999999,1955.176770259021,0.024567125553455214,0.06004685136616572
BRA,13,1162559.8926290127,576.5039999999999,28650.179182642947,34.61725,1191210.0718116555,611.1212499999999,1949.2205054425053,0.024644045751357754,0.06004685136616572
CHN,0,5270147.393035137,4260.837548412001,389.16641930895,244.41875,5270536.559454446,4505.256298412,1169.8638679695512,7.384355508220895e-05,0.057364015225385444
CHN,1,5429268.338477606,4562.341345484,416.99444849007,259.99475,5429685.332926096,4822.336095484,1125.9450244479774,7.680490675599897e-05,0.05698713233225171
CHN,2,5589126.341287563,4989.956032148,451.77948496646997,279.46475,5589578.120772529,5269.420782148,1060.7575959219605,8.08318612569409e-05,0.05600545339468658
CHN,3,5936954.1439075805,5645.342949895001,45186.53719326134,259.3537749999999,5982140.681100842,5904.696724895,1013.1156534897596,0.007611063871805568,0.04594119034076109
CHN,4,6363317.077968356,6286.3198694275,54077.054223021696,217.52138239624998,6417394.132191378,6503.84125182375,986.7082980218603,0.008498249193058773,0.034602340783536974
CHN,5,7421155.751485871,7240.734683568,197982.66456920456,204.57831810000005,7619138.416055076,7445.313001668,1023.3469585963859,0.02667814437522946,0.02825380669785714
CHN,6,8623822.408728404,8306.879415439998,352521.4301419789,200.3835250174999,8976343.838870384,8507.262940457498,1055.1388738888163,0.04087763098938383,0.024122599474003078
CHN,7,9981939.930732695,9519.026054124,547894.187238136,204.7845198575,10529834.117970832,9723.8105739815,1082.891736511821,0.05488854782137718,0.02151317988763983
CHN,8,10737619.55226547,10421.951439392002,624753.6033082092,236.04112500000002,11362373.155573681,10657.992564392001,1066.0894241505657,0.05818362256803892,0.022648457572718286
CHN,9,11509460.49344819,11438.897012568,707665.3461225877,291.79699999999997,12217125.839570777,11730.694012568001,1041.4665855644707,0.06148553587941235,0.025509190237432897
CHN,10,12446297.62317334,12451.188088648001,808124.5411558766,490.8182455599999,13254422.164329216,12942.006334208001,1024.139675260044,0.06492891023682873,0.03941939050840368
CHN,11,12889466.090206364,12785.287641888,709167.2221894936,993.6256215799998,13598633.312395858,13778.913263468,986.916243129992,0.05501913091096387,0.07771632906596627
CHN,12,13686054.517931955,13379.091123246,740680.8639280124,1593.6030740500005,14426735.381859967,14972.694197296001,963.5363677210056,0.05411938575559129,0.11911145976733319
CHN,13,14286857.469742265,13931.294644346,651464.0682794056,2248.38468499,14938321.53802167,16179.679329336,923.2767370695922,0.045598835829301375,0.1613909361900191
CZE,0,252369.10954095036,34.1355,247610.13538140268,1093.7417655,499979.2449223531,1127.8772655,443.29224483544044,0.9811428024285378,32.041181922045965
CZE,1,247452.10954095036,34.1355,354343.2753703545,1206.0013693637502,601795.3849113048,1240.1368693637503,485.2652959346775,1.4319670825506334,35.32982875199573
