location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,0.06969993493092126,0.07077361667075949,0.07189024568019124,0.0747865303197295,0.07653900117960233,0.07831155467926612,0.08010558126364423,0.08248138138822318,0.10191690037133481,0.10363761385424887,0.1107460316848714,0.11582772931683269,0.1219902137605637,0.12749972124497613
AUT,2.8748865803142873,2.5205874022884327,2.5942794932699926,2.5665312184732647,2.4832670104248393,2.4832670104248393,2.566531218473265,2.5665312184732656,2.457195602231703,2.3934305873379103,2.3450143519909217,2.3356457156075474,2.3360682512064606,2.344052130099157
BRA,0.0,0.0,0.0,0.00511444853391696,0.0356171442457744,0.037062425071095466,0.05003434762963856,0.05188075751165763,0.055001817574291054,0.055001817574291054,0.055001817574291054,0.055001817574291054,0.06004685136616572,0.06004685136616572
CHN,0.057364015225385444,0.05698713233225171,0.05600545339468658,0.04594119034076109,0.034602340783536974,0.02825380669785714,0.024122599474003078,0.02151317988763983,0.022648457572718286,0.025509190237432897,0.03941939050840368,0.07771632906596627,0.11911145976733319,0.1613909361900191
CZE,32.041181922045965,35.32982875199573,37.1279762253717,37.12373370127128,33.122655607235146,33.169906821705425,31.71413236345099,31.055627817250407,31.486236476468875,32.06247616960666,37.11619789398939,39.724835852408,23.038788342586923,23.513579097824877
DEU,1.3349151932095955,1.3349151932095955,1.3349151932095955,1.3319410338227688,1.3319410338227688,1.335244175756694,1.340642145357767,1.347851535915686,1.4044779249501143,1.4177064111522348,1.4247461963168766,1.431585981941822,1.6211788063130539,1.691069210087419
ITA,2.0667954020149093,2.047628310331222,2.060370860716008,1.9957094689845085,2.0126137981376413,2.032391875451396,2.055532208914757,2.153684128550312,2.1849993251258653,2.208700652446981,2.2342000802517368,2.014193500953837,2.056510059189954,2.318445831207674
JPN,1.9303928152625267,1.9303928152625267,1.8025481977516757,1.7198925615861018,1.7149122177217087,1.7149122177217087,1.7149122177217087,1.729309421784346,1.7510105936336422,1.7565880689621127,1.7259357324686324,1.7217532922321805,1.7389017801961992,1.7616170333333907
KOR,1.3773061010572318,1.414574968723753,1.4688481840428613,1.5146873501153746,1.5280231155786612,1.5312104947769345,1.537626184002546,1.5359066749776358,1.5412308011178009,1.5467798121598548,1.594117803078518,1.594117803078518,1.594117803078518,1.594117803078518
ROE,0.014662438339756072,0.014724181700173823,0.015428893834686633,0.01610044692687522,0.017625889242721387,0.019475402281940953,0.023576040735771804,0.03705428415216371,0.04277151174822346,0.04872567345807622,0.05139974846458176,0.050543097333515925,0.050309541250741836,0.047906278986961835
ROW,0.47094556089686973,0.4144996613107617,0.48293240860691433,0.5607199545124171,0.5989911827137924,0.6005069892911763,0.6042316137521194,0.5098080010328188,0.2689527323102301,0.21977145375711574,0.2118874239890871,0.1472588962785606,0.11951740737151394,0.09876763266548937
TOTAL,0.32783943001166715,0.33238800459430323,0.334485891792206,0.3268308063063953,0.3148162410484393,0.2942428060617085,0.27554040448787753,0.25648068710956595,0.2470320903171485,0.24789031287851562,0.2685834915399365,0.2765286912523595,0.2845599599503372,0.29287454873775337
USA,0.388489204500083,0.39004219645573407,0.35432616078124446,0.3557054973657011,0.3319822613996876,0.3222484342354932,0.31454657502058425,0.3059133549582883,0.3002428570479077,0.29148442516885364,0.28029852772600183,0.28288691254651216,0.28570307551469626,0.2887670606587237
