location,time_operation,commodity,weighted_cost_per_unit,conversion_factor,levelized_cost_per_kw,scenario
AUS,0,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,1,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,2,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,3,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,4,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,5,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,6,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,7,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,8,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,9,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,10,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,11,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,12,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,13,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,0,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,1,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,2,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,3,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,4,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,5,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,6,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,7,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,8,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,9,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,10,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,11,Bauxite,30.660000000000004,16.15,0.495159,S5
AUS,12,Bauxite,30.659999999999997,16.15,0.4951589999999999,S5
AUS,13,Bauxite,30.659999999999997,16.15,0.4951589999999999,S5
AUS,8,Compressor,52300.0,1.0,52.3,S5
AUS,9,Compressor,51900.0,1.0,51.9,S5
AUS,10,Compressor,32371.035942307946,1.0,32.37103594230795,S5
AUS,11,Compressor,51000.0,1.0,51.0,S5
AUS,12,Compressor,50500.0,1.0,50.5,S5
AUS,13,Compressor,50100.0,1.0,50.1,S5
AUS,8,Copper_ore,3220.4508463600005,5.51666667,17.766153846487505,S5
AUS,9,Copper_ore,3220.4508463600005,5.51666667,17.766153846487505,S5
AUS,10,Copper_ore,3220.4508463600005,5.51666667,17.766153846487505,S5
AUS,11,Copper_ore,3220.455838643278,5.51666667,17.76618138725027,S5
AUS,12,Copper_ore,3220.455838643278,5.51666667,17.76618138725027,S5
AUS,13,Copper_ore,3220.455838643278,5.51666667,17.76618138725027,S5
AUS,0,HEX,30159.999999999996,1.0,30.159999999999997,S5
AUS,1,HEX,29699.999999999996,1.0,29.699999999999996,S5
AUS,2,HEX,28899.999999999996,1.0,28.899999999999995,S5
AUS,3,HEX,28599.999999999996,1.0,28.599999999999998,S5
AUS,4,HEX,28199.999999999996,1.0,28.199999999999996,S5
AUS,5,HEX,27799.999999999996,1.0,27.799999999999997,S5
AUS,6,HEX,53864.473664054385,1.0,53.86447366405439,S5
AUS,7,HEX,29031.62399999993,1.0,29.03162399999993,S5
AUS,8,HEX,36700.0,1.0,36.7,S5
AUS,9,HEX,26300.0,1.0,26.3,S5
AUS,10,HEX,34571.42857142857,1.0,34.57142857142857,S5
AUS,11,HEX,25600.0,1.0,25.6,S5
AUS,12,HEX,32800.0,1.0,32.8,S5
AUS,13,HEX,31566.666666666668,1.0,31.566666666666666,S5
AUS,0,HP,57680.92569928905,1.0,57.68092569928905,S5
AUS,1,HP,57715.76428902965,1.0,57.71576428902965,S5
AUS,2,HP,57603.65284080491,1.0,57.60365284080491,S5
AUS,3,HP,57777.45644111087,1.0,57.77745644111087,S5
AUS,4,HP,58002.69201464699,1.0,58.002692014646996,S5
AUS,5,HP,57727.96970855181,1.0,57.72796970855181,S5
AUS,6,HP,57629.85530430528,1.0,57.62985530430528,S5
AUS,7,HP,57429.290043554785,1.0,57.429290043554786,S5
AUS,8,HP,57287.98467154768,1.0,57.28798467154768,S5
AUS,9,HP,57943.58026152747,1.0,57.94358026152747,S5
AUS,10,HP,44148.308992645805,1.0,44.1483089926458,S5
AUS,11,HP,57936.289022263765,1.0,57.936289022263765,S5
AUS,12,HP,62787.407176124994,1.0,62.787407176124994,S5
AUS,13,HP,63287.407157043264,1.0,63.28740715704326,S5
AUS,8,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,9,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,10,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,11,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,12,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,13,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,0,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,0,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,1,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,1,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,2,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,2,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,3,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,3,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,4,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,4,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,5,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,5,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,6,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,6,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,7,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,7,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,8,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,8,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,9,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,9,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,10,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,10,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,11,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,11,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,12,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,12,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,13,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,13,Nickel,4056.2075101200007,0.605625,2.4565406733164257,S5
AUS,10,Refrigerant,378562.93672000006,0.56875,215.30767025950001,S5
AUS,8,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,9,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,10,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,11,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,12,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,13,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUT,0,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,1,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,2,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,3,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,4,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,5,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,6,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,7,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,8,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,9,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,10,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,11,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,12,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,13,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,0,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,1,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,2,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,3,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,4,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,5,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,6,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,7,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,8,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,9,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,10,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,11,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,12,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,13,Bauxite,89.4925424115981,16.15,1.445304559947309,S5
AUT,8,Compressor,70571.96051372,1.0,70.57196051372,S5
AUT,9,Compressor,68871.96051372,1.0,68.87196051372,S5
AUT,10,Compressor,67171.96051372,1.0,67.17196051372,S5
AUT,0,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,1,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,2,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,3,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,4,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,5,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,6,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,7,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,8,Copper,40.72506986,5.51666667,0.22466663553008356,S5
AUT,8,Copper,39.15081305858303,5.51666667,0.21598198550368577,S5
AUT,9,Copper,40.725069860000005,5.51666667,0.2246666355300836,S5
AUT,9,Copper,39.15081305858303,5.51666667,0.21598198550368577,S5
AUT,10,Copper,40.72506986,5.51666667,0.22466663553008356,S5
AUT,10,Copper,39.15081305858303,5.51666667,0.21598198550368577,S5
AUT,11,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,12,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,13,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,0,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,1,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,2,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,3,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,4,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,5,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,6,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,7,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,8,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,9,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,10,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,11,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,12,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,13,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
