location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,1009.0036176042333,1000.8508716675586,990.0565764769802,982.785863364609,975.0449568310067,966.8661173796387,1116.1759743696095,1118.3202067228256,1103.5365793846124,1092.571336554666,2261.780481555319,675.3145220372658,393.75951772410997,279.55682750080825
AUT,957.5411970632675,865.192908961206,856.3628868358539,847.2798840623265,836.183373769992,825.5614903221965,813.2825332451562,806.3237505631326,1122.2852020956493,1116.4777264136158,1111.2554951852483,781.7178235877967,774.4126670601034,765.6330315767814
BRA,1865.8083780621878,1862.588546073928,1855.9856230106795,1849.9268969031934,1844.1402692735885,1835.8751580300986,1851.3425645611346,1867.1856435685359,1871.9204591419257,2131.6821222833155,2575.6337904241927,1887.4568590159636,1924.1148480982224,1927.7158355398929
CHN,1293.4678186228846,1207.7495355447213,1148.0184092457025,1128.7645546736358,1112.0523439454416,1096.7807691134733,1056.2494632988703,1014.3226287156831,980.3091177325971,970.5350375523404,969.2211073335143,1027.6383261229003,1013.5459558438523,1012.4581978860649
CZE,1216.269461399338,1182.1038223706921,1257.4350240541796,1215.4655296704664,1152.726733224003,1146.6096166572524,1796.643905398958,1743.0492506888866,1777.721187435886,1746.709429183693,1718.7123119456683,1616.2061880635108,1587.540459979057,1901.1207863325687
DEU,1275.669915393341,1256.6396662002114,1181.7060571875645,1157.5610985704357,1170.0734702088666,1169.1842218614954,1289.8117945770089,1227.5248324331226,1107.1576498943239,975.4593459700344,877.7825959890465,838.9754605908806,795.0344459379135,702.640868485176
ITA,11863.041783895493,8788.675249751757,7890.739902199241,7583.128834696771,7268.349874890865,6940.063394591684,6674.718920243795,6681.923965239173,6338.727305776866,5927.373808343375,5518.3500802647695,5098.066114889462,4690.302788606275,4341.396258545131
JPN,7304.403067496791,6818.4807028828245,4981.877676486777,4932.769850850043,4883.66202521331,4834.554199576577,3602.9515991969884,3038.245403638914,2366.2239147794667,2308.2828055002688,2253.9375246571417,2235.497704126106,2216.043446829705,2198.076704784498
KOR,5927.8223606846805,5801.526587188433,4937.244048151477,3995.549173094231,3406.873171282234,3069.344809858674,2392.860854689951,1994.5169082374866,1936.9689351968304,2124.172503979295,2151.8910670091286,2153.3655909479394,2164.881021278085,2245.2030044342932
ROE,1844.3262895177618,1821.3607321757852,1784.8537037706787,1777.0502766450895,1749.0107341212831,1740.0139828211322,1757.556431585973,1745.1089036750952,1730.8118736648476,1717.5900954929382,1597.3300180012116,1444.6429170566591,1413.6170448093665,1445.947358926565
ROW,6211.582838841341,5862.615834259586,5229.377058751444,4688.389654141274,4038.3455164250922,3448.712255982218,3252.2899748394498,3167.7607737195262,3093.496364557623,3096.4627812355775,3169.4240827200206,2891.925738273881,2741.430136141549,2636.73010763268
TOTAL,2404.811607101246,2282.585774291665,2141.159612724785,2048.4236360784043,1963.727059211074,1898.210896999633,1816.258454788613,1740.9814639027804,1671.1576641914405,1665.8817949901631,1676.9370598197859,1568.9403915761088,1552.8570111739375,1526.1716683837794
USA,2919.773768891346,2872.821631034234,2800.5665424407416,2785.4052013864202,2740.796762220386,2668.8436839955743,2632.177430875444,2586.4228143898076,2561.9323194238377,2544.1226056265027,2534.782070353481,2475.9577114428002,2465.4560217223125,2436.6947165686083
