location,commodity,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
AUS,Aluminium,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.468,1614.4680000000003
AUS,Bauxite,30.66,30.66,30.66,30.66,30.66,30.66,30.66,30.66,30.66,30.66,30.66,30.660000000000004,30.659999999999997,30.659999999999997,30.66
AUS,Compressor,,,,,,,,,52300.0,51900.0,32371.035942307946,51000.0,50500.0,50100.0,48028.50599038465
AUS,Copper_ore,,,,,,,,,3220.4508463600005,3220.4508463600005,3220.4508463600005,3220.455838643278,3220.455838643278,3220.455838643278,3220.4533425016393
AUS,HEX,30159.999999999996,29699.999999999996,28899.999999999996,28599.999999999996,28199.999999999996,27799.999999999996,53864.473664054385,29031.62399999993,36700.0,26300.0,34571.42857142857,25600.0,32800.0,31566.666666666668,31699.585207296397
AUS,HP,57680.92569928905,57715.76428902965,57603.65284080491,57777.45644111087,58002.69201464699,57727.96970855181,57629.85530430528,57429.290043554785,57287.98467154768,57943.58026152747,44148.308992645805,57936.289022263765,62787.407176124994,63287.407157043264,57497.041687317585
AUS,Iron,,,,,,,,,35.170891919999995,35.170891919999995,35.170891919999995,35.170891919999995,35.170891919999995,35.170891919999995,35.170891919999995
AUS,Nickel,4056.207510120001,4056.207510120001,4056.207510120001,4056.207510120001,4056.207510120001,4056.207510120001,4056.2075101200007,4056.207510120001,4056.2075101200007,4056.2075101200007,4056.2075101200007,4056.2075101200007,4056.207510120001,4056.2075101200007,4056.2075101200016
AUS,Refrigerant,,,,,,,,,,,378562.93672000006,,,,378562.93672000006
AUS,Steel,,,,,,,,,495.5999959200001,495.5999959200001,495.5999959200001,495.5999959200001,495.5999959200001,495.5999959200001,495.59999592
AUT,Aluminium,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999999,1714.3319999999997
AUT,Bauxite,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.4925424115981,89.49254241159812
AUT,Compressor,,,,,,,,,70571.96051372,68871.96051372,67171.96051372,,,,68871.96051372
AUT,Copper,352.50239999999997,352.50239999999997,352.50239999999997,352.50239999999997,352.50239999999997,352.50239999999997,352.50239999999997,352.50239999999997,39.937941459291515,39.93794145929152,39.937941459291515,352.50239999999997,352.50239999999997,352.50239999999997,285.52430174127664
