location,time_operation,local_production_opex,local_production_output,transport_opex,transport_output,total_opex,total_output,total_opex_per_unit,transport_to_production_opex_ratio,transport_to_production_output_ratio
AUS,0,321969.48,302.7,649.3366927776001,17.04,322618.81669277756,319.74,1009.0036176042333,0.002016764734277299,0.056293359762140734
AUS,1,319785.48,302.7,649.3371151776,17.462400000000002,320434.8171151776,320.1624,1000.8508716675586,0.0020305397079867418,0.05768880079286423
AUS,2,316764.48,302.7,649.3375544736,17.901696,317413.8175544736,320.601696,990.0565764769802,0.002049906461966948,0.05914005946481666
AUS,3,314882.48,302.7,649.3380113416001,18.358564,315531.81801134156,321.058564,982.785863364609,0.002062159861487372,0.06064936901222333
AUS,4,312860.48,302.7,649.3384864836,18.833706,313509.8184864836,321.533706,975.0449568310067,0.0020754890054621154,0.062219048562933595
AUS,5,310708.48,302.7,649.3418519432923,19.327855,311357.82185194327,322.027855,966.8661173796387,0.0020898748947672506,0.0638515196564255
AUS,6,366937.60520000017,304.830698,1161.7558861866146,24.95543746495727,368099.3610861868,329.7861354649573,1116.1759743696095,0.0031660856497752444,0.08186654962472734
AUS,7,368845.48,305.0,1202.4715206056921,25.89624,370047.95152060565,330.89624,1118.3202067228256,0.0032600955842150814,0.08490570491803279
AUS,8,398147.9831823287,331.67825,1752.9421484745646,30.702964,399900.92533080326,362.381214,1103.5365793846124,0.004402740243623986,0.09256851783317116
AUS,9,394805.9831823287,331.67825,1752.9421484745646,31.281048,396558.92533080326,362.959298,1092.571336554666,0.004440009075711053,0.09431142379700809
AUS,10,504700.09864395176,402.31104346958205,503643.0437813865,43.507262351126315,1008343.1424253383,445.81830582070836,2261.780481555319,0.9979055782525,0.10814334594425772
AUS,11,426808.04284247395,600.0580840800003,1993.4438337699162,34.90751,428801.4866762439,634.9655940800003,675.3145220372658,0.004670586384675172,0.058173551737944924
AUS,12,465753.73839826166,1150.55364216,2233.9440322584987,37.957775,467987.68243052013,1188.51141716,393.75951772410997,0.004796406014777436,0.03299087813823239
AUS,13,505898.12253387395,1777.4604674399998,2474.435868822499,41.034051000000005,508372.55840269645,1818.4945184399999,279.55682750080825,0.004891174247551819,0.02308577419958014
AUT,0,102624.23337006697,27.738051428571417,4669.8697130816,84.313632,107294.10308314857,112.05168342857141,957.5411970632675,0.04550455150531423,3.0396378857800097
