technology,location,time_operation,value_scenario_,value_scenario_S1,value_scenario_S2,value_scenario_S3,value_scenario_S4,value_scenario_S5
Bauxite_mining,JPN,11,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,JPN,12,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,JPN,13,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,0,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,1,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,2,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,3,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,4,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,5,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,6,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,7,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,8,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,9,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,10,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,11,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,12,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,KOR,13,0.004,0.004,0.004,0.004,0.004,0.004
Bauxite_mining,ROE,0,17.604,17.604,17.604,17.604,17.604,30.983999999999998
Bauxite_mining,ROE,1,17.604,17.604,17.604,17.604,17.604,30.983999999999998
Bauxite_mining,ROE,2,17.604,17.604,17.604,17.604,17.604,30.979999999999997
Bauxite_mining,ROE,3,17.604,17.604,17.604,17.604,17.604,30.983999999999998
Bauxite_mining,ROE,4,17.604,17.604,17.604,17.604,17.604,30.983999999999998
Bauxite_mining,ROE,5,17.604,17.604,17.604,17.604,17.604,30.983999999999998
Bauxite_mining,ROE,6,17.604,17.604,17.604,17.604,17.604,30.983999999999998
Bauxite_mining,ROE,7,17.604,17.604,17.604,17.604,17.604,30.983999999999998
Bauxite_mining,ROE,8,17.604,17.604,17.604,17.604,17.604,30.983999999999998
Bauxite_mining,ROE,9,17.604,17.604,17.604,17.604,17.604,30.979999999999997
Bauxite_mining,ROE,10,17.904,17.904,17.904,17.904,17.904,44.92641705599997
Bauxite_mining,ROE,11,17.904,17.904,17.904,17.904,17.904,53.132000000000005
Bauxite_mining,ROE,12,17.904,17.904,17.904,17.904,17.904,53.132000000000005
Bauxite_mining,ROE,13,17.904,17.904,17.904,17.904,17.904,53.132000000000005
Bauxite_mining,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,10,26.646417055999997,26.646417055999997,26.64641705599995,26.646417055999997,26.646417055999997,0.0
Bauxite_mining,ROW,11,74.96998340799999,74.96998340800008,74.96998340800008,74.96998340800008,74.96998340799999,0.0
Bauxite_mining,ROW,12,121.66000000000003,129.91953921600006,129.91953921600006,129.91953921600006,129.91953921600006,0.0
Bauxite_mining,ROW,13,160.28240000000005,192.51022174400003,192.51022174400003,192.51022174399995,192.51022174400012,0.0
Bauxite_mining,USA,0,0.384,0.384,0.384,0.384,0.384,0.384
Bauxite_mining,USA,1,0.384,0.384,0.384,0.384,0.384,0.384
Bauxite_mining,USA,2,0.384,0.384,0.384,0.384,0.384,0.384
Bauxite_mining,USA,3,0.384,0.384,0.384,0.384,0.384,0.384
Bauxite_mining,USA,4,0.384,0.384,0.384,0.384,0.384,0.384
Bauxite_mining,USA,5,0.384,0.384,0.384,0.384,0.384,0.384
Bauxite_mining,USA,6,0.384,0.384,0.384,0.384,0.384,0.384
Bauxite_mining,USA,7,0.384,0.384,0.384,0.384,0.384,0.384
